8. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И СОСТОЯНИЮ В БРАКЕ																
																
																
	Мужчины	в том числе							Женщины	в том числе						
		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошед-шиеся	не указавшие состояние в браке		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошед-шиеся	не указавшие состояние в браке
			в зарегистри-рованном браке	в незарегистри-рованном браке							в зарегистри-рованном браке	в незарегистри-рованном браке				
Все население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке																
40-44	7577.0	5725.0	5314.0	411.0	677.0	124.0	981.0	70.0	5595.0	3805.0	3572.0	233.0	529.0	186.0	1038.0	37.0
45-49	8448.0	6659.0	6255.0	404.0	522.0	149.0	1040.0	78.0	6701.0	4275.0	4060.0	215.0	700.0	347.0	1337.0	42.0
50-54	10714.0	8682.0	8299.0	383.0	473.0	282.0	1201.0	76.0	8616.0	5336.0	5105.0	231.0	855.0	736.0	1637.0	52.0
55-59	9511.0	7779.0	7429.0	350.0	361.0	354.0	946.0	71.0	8230.0	4937.0	4762.0	175.0	743.0	1015.0	1476.0	59.0
60-64	13292.0	10871.0	10527.0	344.0	355.0	911.0	1081.0	74.0	11627.0	6334.0	6142.0	192.0	951.0	2535.0	1739.0	68.0
65-69	12780.0	10500.0	10214.0	286.0	290.0	1075.0	862.0	53.0	11227.0	5487.0	5336.0	151.0	966.0	3160.0	1551.0	63.0
70 и более	25664.0	18193.0	17719.0	474.0	356.0	6192.0	813.0	110.0	34527.0	8275.0	8079.0	196.0	2778.0	20931.0	2345.0	198.0
возраст не указан	50.0	31.0	28.0	3.0	4.0	1.0	2.0	12.0	50.0	17.0	16.0	1.0	7.0	3.0	6.0	17.0
Карачаевцы	68418.0	37301.0	34694.0	2607.0	26874.0	1771.0	2447.0	25.0	74750.0	36809.0	34393.0	2416.0	21731.0	10155.0	6033.0	22.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	-	1.0		-	-		2.0	2.0	1.0	1.0		-	-	
16-17	3934.0	5.0	3.0	2.0	3925.0	-	-	4.0	4071.0	42.0	27.0	15.0	4025.0	1.0	2.0	1.0
18-19	4173.0	37.0	25.0	12.0	4131.0	1.0	3.0	1.0	4217.0	220.0	159.0	61.0	3980.0	2.0	14.0	1.0
20-24	8782.0	661.0	499.0	162.0	8073.0	5.0	38.0	5.0	9041.0	2231.0	1858.0	373.0	6579.0	29.0	201.0	1.0
25-29	7099.0	2000.0	1681.0	319.0	4949.0	7.0	142.0	1.0	7286.0	3838.0	3412.0	426.0	2854.0	83.0	509.0	2.0
30-34	6863.0	3660.0	3227.0	433.0	2877.0	24.0	302.0	-	7475.0	5076.0	4664.0	412.0	1409.0	194.0	793.0	3.0
35-39	7767.0	5715.0	5235.0	480.0	1576.0	30.0	446.0	-	8123.0	5782.0	5440.0	342.0	966.0	362.0	1011.0	2.0
40-44	7787.0	6530.0	6144.0	386.0	712.0	43.0	501.0	1.0	8302.0	5955.0	5643.0	312.0	643.0	546.0	1158.0	-
45-49	6161.0	5406.0	5144.0	262.0	311.0	61.0	383.0	-	6290.0	4393.0	4224.0	169.0	391.0	691.0	815.0	-
50-54	3871.0	3434.0	3253.0	181.0	121.0	79.0	237.0	-	4076.0	2608.0	2494.0	114.0	226.0	717.0	522.0	3.0
55-59	1305.0	1141.0	1092.0	49.0	39.0	50.0	74.0	1.0	1626.0	969.0	936.0	33.0	95.0	380.0	182.0	-
60-64	2893.0	2495.0	2384.0	111.0	80.0	187.0	131.0	-	4544.0	2392.0	2316.0	76.0	237.0	1543.0	372.0	-
65-69	3336.0	2850.0	2745.0	105.0	49.0	326.0	111.0	-	3886.0	1804.0	1761.0	43.0	158.0	1679.0	245.0	-
70 и более	4428.0	3360.0	3257.0	103.0	31.0	958.0	79.0	-	5793.0	1491.0	1453.0	38.0	167.0	3927.0	207.0	1.0
возраст не указан	18.0	6.0	5.0	1.0	-	-	-	12.0	18.0	6.0	5.0	1.0	1.0	1.0	2.0	8.0
Калмыки	62170.0	34710.0	31891.0	2819.0	21411.0	2342.0	3639.0	68.0	68251.0	33700.0	30944.0	2756.0	19005.0	9587.0	5912.0	47.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		4.0	4.0	-	4.0		-	-	
16-17	3960.0	9.0	4.0	5.0	3934.0	1.0	3.0	13.0	3784.0	29.0	22.0	7.0	3747.0	-	3.0	5.0
18-19	3854.0	95.0	79.0	16.0	3746.0	1.0	3.0	9.0	3512.0	264.0	208.0	56.0	3235.0	-	9.0	4.0
20-24	7386.0	1553.0	1405.0	148.0	5745.0	4.0	72.0	12.0	7256.0	2630.0	2387.0	243.0	4379.0	28.0	213.0	6.0
25-29	5517.0	2808.0	2564.0	244.0	2381.0	7.0	313.0	8.0	5518.0	3235.0	2930.0	305.0	1703.0	89.0	489.0	2.0
30-34	5132.0	3304.0	3019.0	285.0	1376.0	17.0	426.0	9.0	5331.0	3411.0	3104.0	307.0	1101.0	148.0	667.0	4.0
35-39	7647.0	5423.0	4967.0	456.0	1506.0	48.0	668.0	2.0	8139.0	5420.0	4981.0	439.0	1324.0	370.0	1023.0	2.0
40-44	8883.0	6745.0	6171.0	574.0	1276.0	84.0	774.0	4.0	9709.0	6367.0	5883.0	484.0	1374.0	723.0	1237.0	8.0
45-49	7274.0	5682.0	5239.0	443.0	812.0	137.0	641.0	2.0	8013.0	5132.0	4735.0	397.0	1101.0	758.0	1017.0	5.0
50-54	4129.0	3301.0	3046.0	255.0	341.0	128.0	357.0	2.0	4697.0	2791.0	2549.0	242.0	589.0	708.0	606.0	3.0
55-59	1029.0	808.0	750.0	58.0	72.0	60.0	87.0	2.0	1258.0	681.0	624.0	57.0	107.0	302.0	167.0	1.0
60-64	1807.0	1298.0	1184.0	114.0	110.0	249.0	148.0	2.0	3102.0	1481.0	1373.0	108.0	127.0	1246.0	246.0	2.0
65-69	2371.0	1766.0	1633.0	133.0	79.0	444.0	82.0	-	2967.0	1205.0	1134.0	71.0	73.0	1562.0	125.0	2.0
70 и более	3176.0	1917.0	1829.0	88.0	31.0	1162.0	65.0	1.0	4955.0	1047.0	1012.0	35.0	144.0	3653.0	109.0	2.0
возраст не указан	5.0	1.0	1.0	-	2.0	-	-	2.0	6.0	3.0	2.0	1.0	1.0	-	1.0	1.0
Адыгейцы	48161.0	30404.0	28735.0	1669.0	14434.0	1199.0	2111.0	13.0	52079.0	28905.0	27552.0	1353.0	10560.0	8381.0	4203.0	30.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	-	1.0		-	-		2.0	2.0	2.0	-		-	-	
16-17	2560.0	7.0	4.0	3.0	2551.0	-	-	2.0	2424.0	52.0	24.0	28.0	2365.0	-	5.0	2.0
18-19	2530.0	48.0	33.0	15.0	2477.0	1.0	3.0	1.0	2281.0	301.0	230.0	71.0	1967.0	-	12.0	1.0
20-24	5084.0	848.0	735.0	113.0	4180.0	3.0	51.0	2.0	4903.0	1955.0	1763.0	192.0	2749.0	23.0	174.0	2.0
25-29	4451.0	2073.0	1867.0	206.0	2180.0	5.0	193.0	-	4371.0	2873.0	2688.0	185.0	1077.0	57.0	364.0	-
30-34	4494.0	2955.0	2703.0	252.0	1222.0	12.0	301.0	4.0	4300.0	3147.0	2960.0	187.0	589.0	116.0	446.0	2.0
35-39	5175.0	4069.0	3826.0	243.0	745.0	28.0	332.0	1.0	5260.0	4056.0	3881.0	175.0	424.0	209.0	570.0	1.0
40-44	5896.0	4950.0	4667.0	283.0	526.0	32.0	388.0	-	6048.0	4602.0	4438.0	164.0	426.0	329.0	690.0	1.0
45-49	4426.0	3879.0	3729.0	150.0	235.0	35.0	276.0	1.0	4644.0	3439.0	3316.0	123.0	276.0	376.0	552.0	1.0
50-54	3369.0	2979.0	2856.0	123.0	118.0	63.0	209.0	-	3506.0	2455.0	2388.0	67.0	156.0	499.0	396.0	-
55-59	1685.0	1497.0	1430.0	67.0	52.0	59.0	77.0	-	1995.0	1311.0	1284.0	27.0	75.0	414.0	194.0	1.0
60-64	3175.0	2791.0	2710.0	81.0	67.0	170.0	147.0	-	3968.0	2206.0	2145.0	61.0	124.0	1299.0	339.0	-
65-69	2315.0	2006.0	1943.0	63.0	47.0	181.0	81.0	-	2980.0	1382.0	1339.0	43.0	94.0	1317.0	187.0	-
70 и более	2995.0	2299.0	2230.0	69.0	33.0	610.0	53.0	-	5378.0	1122.0	1092.0	30.0	238.0	3742.0	274.0	2.0
возраст не указан	5.0	2.0	2.0	-	1.0	-	-	2.0	19.0	2.0	2.0	-	-	-	-	17.0
Коми-пермяки	46659.0	31109.0	23722.0	7387.0	10900.0	1915.0	2708.0	27.0	60309.0	35080.0	27142.0	7938.0	9516.0	11732.0	3963.0	18.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		-	-	-	-		-	-	
16-17	1769.0	11.0	2.0	9.0	1754.0	-	1.0	3.0	1786.0	35.0	2.0	33.0	1750.0	-	-	1.0
18-19	1439.0	66.0	23.0	43.0	1370.0	-	1.0	2.0	1679.0	235.0	52.0	183.0	1439.0	1.0	3.0	1.0
20-24	3438.0	999.0	401.0	598.0	2405.0	1.0	30.0	3.0	3758.0	1803.0	751.0	1052.0	1876.0	18.0	59.0	2.0
25-29	4000.0	2434.0	1283.0	1151.0	1438.0	3.0	121.0	4.0	4250.0	3037.0	1765.0	1272.0	944.0	50.0	219.0	-
30-34	4240.0	3013.0	1966.0	1047.0	925.0	20.0	279.0	3.0	4508.0	3477.0	2545.0	932.0	528.0	149.0	352.0	2.0
35-39	5468.0	4089.0	3126.0	963.0	890.0	41.0	445.0	3.0	5797.0	4609.0	3705.0	904.0	441.0	248.0	497.0	2.0
40-44	6800.0	5204.0	4066.0	1138.0	944.0	74.0	573.0	5.0	7557.0	5937.0	4949.0	988.0	407.0	509.0	703.0	1.0
45-49	5966.0	4685.0	3790.0	895.0	637.0	163.0	481.0	-	6968.0	5251.0	4443.0	808.0	360.0	712.0	644.0	1.0
50-54	4654.0	3727.0	3116.0	611.0	313.0	210.0	403.0	1.0	5342.0	3804.0	3181.0	623.0	212.0	831.0	494.0	1.0
55-59	1797.0	1468.0	1239.0	229.0	87.0	119.0	123.0	-	2242.0	1468.0	1235.0	233.0	105.0	489.0	180.0	-
60-64	2611.0	2147.0	1828.0	319.0	77.0	260.0	127.0	-	4111.0	2168.0	1804.0	364.0	167.0	1519.0	257.0	-
65-69	1830.0	1444.0	1272.0	172.0	29.0	291.0	66.0	-	3404.0	1413.0	1171.0	242.0	218.0	1584.0	187.0	2.0
70 и более	2644.0	1821.0	1609.0	212.0	30.0	733.0	58.0	2.0	8900.0	1840.0	1537.0	303.0	1066.0	5622.0	368.0	4.0
возраст не указан	2.0	-	-	-	1.0	-	-	1.0	7.0	3.0	2.0	1.0	3.0	-	-	1.0
Балкарцы	39366.0	21344.0	20646.0	698.0	15178.0	1027.0	1808.0	9.0	43556.0	20962.0	20348.0	614.0	13544.0	5336.0	3709.0	5.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16-17	2029.0	-	-	-	2027.0	-	-	2.0	2109.0	25.0	19.0	6.0	2082.0	-	2.0	-
18-19	2201.0	6.0	5.0	1.0	2194.0	-	1.0	-	2374.0	123.0	102.0	21.0	2242.0	1.0	8.0	-
20-24	5232.0	410.0	375.0	35.0	4788.0	3.0	29.0	2.0	5863.0	1403.0	1327.0	76.0	4323.0	11.0	124.0	2.0
25-29	4199.0	1267.0	1188.0	79.0	2797.0	7.0	127.0	1.0	4448.0	2058.0	1975.0	83.0	1989.0	44.0	357.0	-
30-34	4129.0	2185.0	2082.0	103.0	1654.0	10.0	278.0	2.0	4254.0	2661.0	2560.0	101.0	990.0	98.0	505.0	-
35-39	4412.0	3099.0	2962.0	137.0	925.0	24.0	363.0	1.0	4760.0	3230.0	3134.0	96.0	688.0	163.0	679.0	-
40-44	4658.0	3797.0	3689.0	108.0	463.0	34.0	364.0	-	4961.0	3475.0	3397.0	78.0	461.0	319.0	705.0	1.0
45-49	3645.0	3182.0	3092.0	90.0	167.0	43.0	253.0	-	3927.0	2717.0	2655.0	62.0	301.0	404.0	503.0	2.0
50-54	2249.0	1954.0	1905.0	49.0	77.0	57.0	160.0	1.0	2460.0	1599.0	1567.0	32.0	152.0	402.0	307.0	-
55-59	951.0	826.0	812.0	14.0	20.0	49.0	56.0	-	913.0	551.0	546.0	5.0	41.0	217.0	104.0	-
60-64	1662.0	1417.0	1386.0	31.0	32.0	120.0	93.0	-	2417.0	1314.0	1290.0	24.0	93.0	815.0	195.0	-
65-69	1415.0	1209.0	1185.0	24.0	20.0	142.0	44.0	-	2027.0	993.0	976.0	17.0	73.0	842.0	119.0	-
70 и более	2584.0	1992.0	1965.0	27.0	14.0	538.0	40.0	-	3043.0	813.0	800.0	13.0	109.0	2020.0	101.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Карелы	34912.0	23199.0	20362.0	2837.0	7125.0	1733.0	2828.0	27.0	48955.0	24724.0	21623.0	3101.0	6078.0	13518.0	4598.0	37.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16-17	1031.0	3.0	2.0	1.0	1023.0	1.0	-	4.0	909.0	11.0	4.0	7.0	892.0	-	-	6.0
18-19	887.0	30.0	18.0	12.0	855.0	-	-	2.0	840.0	104.0	57.0	47.0	732.0	-	2.0	2.0
20-24	2757.0	818.0	573.0	245.0	1895.0	-	39.0	5.0	2763.0	1220.0	812.0	408.0	1457.0	4.0	79.0	3.0
25-29	2728.0	1650.0	1249.0	401.0	940.0	4.0	132.0	2.0	2955.0	2018.0	1581.0	437.0	647.0	33.0	256.0	1.0
30-34	2300.0	1611.0	1330.0	281.0	403.0	5.0	281.0	-	2425.0	1769.0	1450.0	319.0	274.0	66.0	314.0	2.0
35-39	3170.0	2292.0	1936.0	356.0	428.0	18.0	430.0	2.0	3300.0	2405.0	2087.0	318.0	247.0	156.0	490.0	2.0
40-44	4637.0	3460.0	3059.0	401.0	573.0	66.0	534.0	4.0	5026.0	3622.0	3226.0	396.0	270.0	389.0	743.0	2.0
45-49	4676.0	3473.0	3111.0	362.0	497.0	99.0	604.0	3.0	5374.0	3689.0	3312.0	377.0	300.0	596.0	782.0	7.0
50-54	3792.0	3024.0	2724.0	300.0	257.0	127.0	382.0	2.0	4691.0	3046.0	2745.0	301.0	246.0	774.0	622.0	3.0
55-59	1437.0	1132.0	1040.0	92.0	82.0	72.0	149.0	2.0	1936.0	1125.0	1020.0	105.0	100.0	471.0	240.0	-
60-64	1896.0	1524.0	1392.0	132.0	76.0	171.0	124.0	1.0	3259.0	1601.0	1482.0	119.0	129.0	1219.0	310.0	-
65-69	2144.0	1722.0	1598.0	124.0	55.0	293.0	74.0	-	4367.0	1798.0	1686.0	112.0	160.0	2101.0	305.0	3.0
70 и более	3454.0	2459.0	2329.0	130.0	39.0	877.0	79.0	-	11105.0	2314.0	2159.0	155.0	622.0	7709.0	454.0	6.0
возраст не указан	3.0	1.0	1.0	-	2.0	-	-	-	5.0	2.0	2.0	-	2.0	-	1.0	-
Хакасы	26158.0	15399.0	12111.0	3288.0	8062.0	1142.0	1553.0	2.0	31016.0	16700.0	13082.0	3618.0	7230.0	4572.0	2508.0	6.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16-17	1676.0	5.0	-	5.0	1671.0	-	-	-	1654.0	26.0	5.0	21.0	1627.0	-	-	1.0
18-19	1447.0	40.0	14.0	26.0	1405.0	-	2.0	-	1457.0	160.0	68.0	92.0	1293.0	1.0	3.0	-
20-24	3259.0	864.0	520.0	344.0	2366.0	-	29.0	-	3259.0	1323.0	837.0	486.0	1840.0	11.0	84.0	1.0
25-29	2824.0	1660.0	1143.0	517.0	1013.0	6.0	144.0	1.0	3113.0	2068.0	1468.0	600.0	788.0	61.0	195.0	1.0
30-34	2450.0	1793.0	1353.0	440.0	478.0	10.0	169.0	-	2610.0	1877.0	1457.0	420.0	394.0	89.0	250.0	-
35-39	2812.0	2167.0	1698.0	469.0	355.0	36.0	253.0	1.0	3120.0	2220.0	1784.0	436.0	289.0	198.0	412.0	1.0
40-44	3269.0	2548.0	2112.0	436.0	314.0	80.0	327.0	-	3810.0	2775.0	2302.0	473.0	263.0	338.0	434.0	-
45-49	2665.0	2057.0	1706.0	351.0	229.0	103.0	276.0	-	3289.0	2251.0	1852.0	399.0	217.0	413.0	408.0	-
50-54	1955.0	1547.0	1305.0	242.0	126.0	106.0	176.0	-	2471.0	1564.0	1316.0	248.0	154.0	452.0	300.0	1.0
55-59	731.0	569.0	489.0	80.0	37.0	71.0	54.0	-	945.0	537.0	434.0	103.0	49.0	255.0	104.0	-
60-64	1156.0	868.0	709.0	159.0	45.0	170.0	73.0	-	1680.0	823.0	664.0	159.0	87.0	619.0	151.0	-
65-69	847.0	627.0	510.0	117.0	10.0	181.0	29.0	-	1206.0	519.0	434.0	85.0	71.0	533.0	82.0	1.0
70 и более	1065.0	652.0	550.0	102.0	13.0	379.0	21.0	-	2398.0	554.0	458.0	96.0	158.0	1602.0	84.0	-
возраст не указан	2.0	2.0	2.0	-	-	-	-	-	4.0	3.0	3.0	-	-	-	1.0	-
Алтайцы	22008.0	13524.0	11208.0	2316.0	6588.0	782.0	1112.0	2.0	26156.0	14370.0	11758.0	2612.0	6598.0	3429.0	1754.0	5.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	2.0	-	2.0		-	-	
16-17	1536.0	9.0	3.0	6.0	1526.0	1.0	-	-	1601.0	28.0	13.0	15.0	1572.0	-	-	1.0
18-19	1404.0	60.0	46.0	14.0	1341.0	-	2.0	1.0	1420.0	171.0	130.0	41.0	1242.0	3.0	4.0	-
20-24	2978.0	979.0	774.0	205.0	1961.0	1.0	36.0	1.0	3006.0	1395.0	1106.0	289.0	1512.0	13.0	86.0	-
25-29	2458.0	1653.0	1334.0	319.0	659.0	7.0	139.0	-	2636.0	1813.0	1457.0	356.0	570.0	61.0	192.0	-
30-34	2141.0	1660.0	1388.0	272.0	288.0	18.0	175.0	-	2383.0	1749.0	1442.0	307.0	301.0	100.0	232.0	1.0
35-39	2423.0	1953.0	1610.0	343.0	244.0	24.0	202.0	-	2759.0	2079.0	1731.0	348.0	249.0	190.0	241.0	-
40-44	2824.0	2304.0	1972.0	332.0	264.0	51.0	205.0	-	3359.0	2435.0	2016.0	419.0	290.0	319.0	315.0	-
45-49	2198.0	1872.0	1585.0	287.0	145.0	50.0	131.0	-	2733.0	1960.0	1645.0	315.0	218.0	304.0	251.0	-
50-54	1338.0	1107.0	941.0	166.0	86.0	54.0	91.0	-	1655.0	1114.0	935.0	179.0	124.0	266.0	148.0	3.0
55-59	496.0	406.0	332.0	74.0	23.0	40.0	27.0	-	675.0	425.0	340.0	85.0	35.0	158.0	57.0	-
60-64	714.0	548.0	446.0	102.0	29.0	96.0	41.0	-	1025.0	479.0	384.0	95.0	74.0	389.0	83.0	-
65-69	653.0	463.0	377.0	86.0	11.0	148.0	31.0	-	927.0	350.0	280.0	70.0	100.0	427.0	50.0	-
70 и более	842.0	510.0	400.0	110.0	8.0	292.0	32.0	-	1975.0	370.0	279.0	91.0	311.0	1199.0	95.0	-
возраст не указан	3.0	-	-	-	3.0	-	-	-	-	-	-	-	-	-	-	-
Черкесы	22403.0	13512.0	12998.0	514.0	7416.0	487.0	973.0	15.0	24203.0	13145.0	12754.0	391.0	5599.0	3445.0	2009.0	5.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		1.0	1.0	1.0	-		-	-	
16-17	1250.0	1.0	1.0	-	1248.0	-	1.0	-	1269.0	21.0	13.0	8.0	1247.0	-	1.0	-
18-19	1339.0	15.0	12.0	3.0	1322.0	-	1.0	1.0	1374.0	124.0	118.0	6.0	1247.0	-	3.0	-
20-24	2687.0	296.0	265.0	31.0	2377.0	-	11.0	3.0	2784.0	968.0	931.0	37.0	1710.0	3.0	102.0	1.0
25-29	2314.0	967.0	919.0	48.0	1265.0	2.0	79.0	1.0	2233.0	1452.0	1401.0	51.0	547.0	31.0	201.0	2.0
30-34	2283.0	1542.0	1472.0	70.0	591.0	3.0	146.0	1.0	2251.0	1623.0	1570.0	53.0	281.0	60.0	287.0	-
35-39	2365.0	1865.0	1789.0	76.0	304.0	7.0	187.0	2.0	2388.0	1805.0	1756.0	49.0	165.0	90.0	328.0	-
40-44	2685.0	2294.0	2221.0	73.0	178.0	17.0	194.0	2.0	2715.0	2072.0	2017.0	55.0	121.0	181.0	340.0	1.0
45-49	2046.0	1828.0	1764.0	64.0	61.0	22.0	134.0	1.0	2141.0	1598.0	1555.0	43.0	81.0	190.0	272.0	-
50-54	1433.0	1287.0	1238.0	49.0	28.0	23.0	94.0	1.0	1502.0	1027.0	997.0	30.0	64.0	231.0	180.0	-
55-59	717.0	634.0	616.0	18.0	15.0	20.0	48.0	-	846.0	544.0	532.0	12.0	28.0	190.0	84.0	-
60-64	1268.0	1144.0	1108.0	36.0	13.0	67.0	43.0	1.0	1581.0	955.0	929.0	26.0	37.0	489.0	100.0	-
65-69	963.0	825.0	801.0	24.0	7.0	109.0	22.0	-	1204.0	545.0	531.0	14.0	16.0	588.0	55.0	-
70 и более	1050.0	813.0	791.0	22.0	6.0	217.0	13.0	1.0	1914.0	410.0	403.0	7.0	55.0	1392.0	56.0	1.0
возраст не указан	3.0	1.0	1.0	-	1.0	-	-	1.0	-	-	-	-	-	-	-	-
Ненцы	11303.0	5736.0	4650.0	1086.0	4791.0	453.0	288.0	35.0	14157.0	7394.0	5884.0	1510.0	4198.0	1985.0	541.0	39.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		1.0	1.0	-	1.0		-	-	
16-17	930.0	-	-	-	913.0	-	-	17.0	980.0	44.0	8.0	36.0	920.0	-	-	16.0
18-19	798.0	27.0	13.0	14.0	769.0	-	-	2.0	856.0	147.0	70.0	77.0	706.0	1.0	-	2.0
20-24	1687.0	371.0	213.0	158.0	1297.0	2.0	11.0	6.0	1843.0	782.0	490.0	292.0	1025.0	13.0	17.0	6.0
25-29	1337.0	671.0	455.0	216.0	631.0	5.0	27.0	3.0	1483.0	961.0	719.0	242.0	425.0	41.0	54.0	2.0
30-34	1270.0	830.0	633.0	197.0	392.0	11.0	36.0	1.0	1553.0	1086.0	854.0	232.0	314.0	78.0	73.0	2.0
35-39	1320.0	954.0	798.0	156.0	272.0	28.0	65.0	1.0	1740.0	1248.0	1041.0	207.0	228.0	155.0	108.0	1.0
40-44	1235.0	916.0	781.0	135.0	224.0	35.0	60.0	-	1601.0	1121.0	959.0	162.0	200.0	177.0	103.0	-
45-49	863.0	659.0	579.0	80.0	127.0	39.0	38.0	-	1187.0	778.0	671.0	107.0	120.0	204.0	83.0	2.0
50-54	607.0	461.0	410.0	51.0	83.0	33.0	30.0	-	765.0	466.0	398.0	68.0	76.0	177.0	46.0	-
55-59	325.0	244.0	222.0	22.0	31.0	40.0	10.0	-	494.0	250.0	212.0	38.0	57.0	160.0	26.0	1.0
60-64	311.0	225.0	208.0	17.0	23.0	56.0	6.0	1.0	544.0	214.0	198.0	16.0	40.0	266.0	24.0	-
65-69	232.0	145.0	134.0	11.0	11.0	74.0	2.0	-	435.0	145.0	134.0	11.0	36.0	252.0	2.0	-
70 и более	366.0	224.0	197.0	27.0	10.0	129.0	3.0	-	647.0	136.0	118.0	18.0	45.0	459.0	5.0	2.0
возраст не указан	21.0	8.0	6.0	2.0	8.0	1.0	-	4.0	28.0	15.0	12.0	3.0	6.0	2.0	-	5.0
Эвенки	11013.0	5033.0	3947.0	1086.0	4954.0	464.0	542.0	20.0	12887.0	6461.0	4813.0	1648.0	3966.0	1654.0	794.0	12.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	-	1.0		-	-		1.0	1.0	-	1.0		-	-	
16-17	890.0	-	-	-	879.0	-	1.0	10.0	847.0	12.0	-	12.0	826.0	1.0	1.0	7.0
18-19	740.0	22.0	11.0	11.0	716.0	-	-	2.0	726.0	84.0	37.0	47.0	638.0	1.0	2.0	1.0
20-24	1522.0	304.0	186.0	118.0	1201.0	2.0	15.0	-	1580.0	631.0	392.0	239.0	909.0	12.0	28.0	-
25-29	1342.0	608.0	407.0	201.0	666.0	6.0	62.0	-	1434.0	850.0	556.0	294.0	460.0	45.0	79.0	-
30-34	1242.0	738.0	557.0	181.0	406.0	5.0	92.0	1.0	1355.0	890.0	634.0	256.0	284.0	65.0	116.0	-
35-39	1292.0	830.0	645.0	185.0	336.0	23.0	103.0	-	1507.0	1013.0	794.0	219.0	253.0	96.0	145.0	-
40-44	1213.0	786.0	664.0	122.0	300.0	32.0	95.0	-	1539.0	1047.0	831.0	216.0	192.0	153.0	146.0	1.0
45-49	905.0	579.0	485.0	94.0	208.0	54.0	64.0	-	1144.0	751.0	600.0	151.0	138.0	160.0	95.0	-
50-54	585.0	400.0	334.0	66.0	95.0	43.0	46.0	1.0	801.0	468.0	378.0	90.0	103.0	161.0	69.0	-
55-59	354.0	237.0	208.0	29.0	53.0	39.0	25.0	-	497.0	259.0	211.0	48.0	54.0	144.0	40.0	-
60-64	355.0	205.0	173.0	32.0	53.0	76.0	21.0	-	532.0	239.0	202.0	37.0	44.0	211.0	37.0	1.0
65-69	279.0	178.0	155.0	23.0	25.0	63.0	11.0	2.0	397.0	125.0	105.0	20.0	32.0	219.0	21.0	-
70 и более	289.0	145.0	122.0	23.0	16.0	121.0	6.0	1.0	525.0	91.0	73.0	18.0	33.0	385.0	14.0	2.0
возраст не указан	4.0	-	-	-	-	-	1.0	3.0	2.0	-	-	-	-	1.0	1.0	-
Ханты	8161.0	4015.0	3212.0	803.0	3448.0	286.0	376.0	36.0	10813.0	5850.0	4591.0	1259.0	2780.0	1376.0	781.0	26.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	2.0	1.0	1.0		-	-	
16-17	694.0	4.0	-	4.0	675.0	-	-	15.0	702.0	24.0	6.0	18.0	670.0	-	-	8.0
18-19	565.0	14.0	9.0	5.0	548.0	-	-	3.0	672.0	111.0	66.0	45.0	552.0	-	6.0	3.0
20-24	1207.0	254.0	172.0	82.0	938.0	1.0	9.0	5.0	1392.0	636.0	435.0	201.0	713.0	8.0	34.0	1.0
25-29	1002.0	526.0	405.0	121.0	435.0	5.0	35.0	1.0	1188.0	795.0	607.0	188.0	279.0	30.0	81.0	3.0
30-34	914.0	579.0	441.0	138.0	266.0	10.0	57.0	2.0	1211.0	885.0	689.0	196.0	160.0	54.0	112.0	-
35-39	1037.0	698.0	560.0	138.0	240.0	22.0	77.0	-	1232.0	900.0	734.0	166.0	117.0	82.0	133.0	-
40-44	927.0	674.0	550.0	124.0	151.0	27.0	75.0	-	1327.0	944.0	774.0	170.0	95.0	139.0	149.0	-
45-49	669.0	483.0	411.0	72.0	106.0	30.0	50.0	-	939.0	638.0	519.0	119.0	61.0	140.0	100.0	-
50-54	388.0	282.0	235.0	47.0	49.0	27.0	30.0	-	642.0	382.0	319.0	63.0	51.0	145.0	64.0	-
55-59	207.0	154.0	133.0	21.0	18.0	18.0	17.0	-	350.0	179.0	142.0	37.0	19.0	121.0	30.0	1.0
60-64	230.0	156.0	131.0	25.0	14.0	46.0	14.0	-	416.0	172.0	147.0	25.0	17.0	187.0	38.0	2.0
65-69	145.0	90.0	77.0	13.0	4.0	41.0	9.0	1.0	345.0	117.0	95.0	22.0	17.0	198.0	13.0	-
