8. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И СОСТОЯНИЮ В БРАКЕ																
																
																
	Мужчины	в том числе							Женщины	в том числе						
		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошед-шиеся	не указавшие состояние в браке		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошед-шиеся	не указавшие состояние в браке
			в зарегистри-рованном браке	в незарегистри-рованном браке							в зарегистри-рованном браке	в незарегистри-рованном браке				
Все население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке																
45-49	9046.0	7610.0	6671.0	939.0	409.0	143.0	878.0	6.0	8941.0	6995.0	6171.0	824.0	187.0	806.0	951.0	2.0
50-54	7816.0	6561.0	5727.0	834.0	264.0	265.0	723.0	3.0	8355.0	6112.0	5310.0	802.0	171.0	1177.0	894.0	1.0
55-59	5057.0	4204.0	3614.0	590.0	141.0	268.0	441.0	3.0	6910.0	4680.0	4140.0	540.0	117.0	1547.0	564.0	2.0
60-64	7955.0	6652.0	5797.0	855.0	169.0	665.0	465.0	4.0	11483.0	6630.0	5913.0	717.0	181.0	3869.0	802.0	1.0
65-69	6908.0	5568.0	4936.0	632.0	110.0	914.0	313.0	3.0	10219.0	4903.0	4308.0	595.0	222.0	4495.0	592.0	7.0
70 и более	7587.0	5468.0	4938.0	530.0	82.0	1849.0	185.0	3.0	17266.0	4563.0	3969.0	594.0	631.0	11332.0	730.0	10.0
возраст не указан	12.0	4.0	4.0	-	2.0	1.0	3.0	2.0	11.0	8.0	7.0	1.0	2.0	1.0	-	-
Казахи	156507.0	102054.0	92074.0	9980.0	44324.0	4033.0	6019.0	77.0	161518.0	99238.0	89688.0	9550.0	31339.0	22753.0	8118.0	70.0
в том числе в возрасте, лет:																
до 16	4.0	4.0	4.0	-		-	-		7.0	7.0	-	7.0		-	-	
16-17	9169.0	25.0	10.0	15.0	9112.0	1.0	2.0	29.0	7884.0	177.0	84.0	93.0	7682.0	1.0	2.0	22.0
18-19	6286.0	145.0	93.0	52.0	6133.0	-	2.0	6.0	6286.0	864.0	622.0	242.0	5387.0	3.0	26.0	6.0
20-24	15968.0	3408.0	2817.0	591.0	12409.0	8.0	129.0	14.0	15889.0	7142.0	5938.0	1204.0	8255.0	74.0	413.0	5.0
25-29	16169.0	9171.0	7892.0	1279.0	6408.0	18.0	565.0	7.0	16023.0	11345.0	10008.0	1337.0	3551.0	201.0	923.0	3.0
30-34	18120.0	13352.0	11850.0	1502.0	3688.0	48.0	1028.0	4.0	17787.0	13997.0	12538.0	1459.0	1957.0	448.0	1384.0	1.0
35-39	21298.0	17240.0	15650.0	1590.0	2724.0	97.0	1230.0	7.0	21094.0	17107.0	15583.0	1524.0	1581.0	815.0	1587.0	4.0
40-44	21563.0	18139.0	16570.0	1569.0	2009.0	168.0	1245.0	2.0	20743.0	16712.0	15374.0	1338.0	1235.0	1295.0	1495.0	6.0
45-49	15297.0	13281.0	12159.0	1122.0	991.0	230.0	792.0	3.0	14587.0	11333.0	10427.0	906.0	707.0	1487.0	1054.0	6.0
50-54	10144.0	8942.0	8255.0	687.0	415.0	301.0	486.0	-	10068.0	7422.0	6862.0	560.0	394.0	1684.0	565.0	3.0
55-59	4822.0	4234.0	3850.0	384.0	135.0	267.0	186.0	-	5136.0	3450.0	3205.0	245.0	107.0	1360.0	218.0	1.0
60-64	7218.0	6115.0	5584.0	531.0	194.0	698.0	210.0	1.0	8701.0	4825.0	4502.0	323.0	148.0	3492.0	235.0	1.0
65-69	4909.0	4046.0	3717.0	329.0	64.0	710.0	89.0	-	6435.0	2711.0	2563.0	148.0	100.0	3504.0	117.0	3.0
70 и более	5528.0	3949.0	3622.0	327.0	37.0	1486.0	55.0	1.0	10869.0	2139.0	1975.0	164.0	234.0	8389.0	99.0	8.0
возраст не указан	12.0	3.0	1.0	2.0	5.0	1.0	-	3.0	9.0	7.0	7.0	-	1.0	-	-	1.0
Удмурты	123439.0	83377.0	73761.0	9616.0	30790.0	4340.0	4923.0	9.0	150022.0	89183.0	78516.0	10667.0	22917.0	32374.0	5538.0	10.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	2.0	1.0	1.0		-	-	
16-17	5142.0	9.0	4.0	5.0	5131.0	-	-	2.0	4237.0	76.0	25.0	51.0	4159.0	2.0	-	-
18-19	4002.0	131.0	88.0	43.0	3867.0	-	3.0	1.0	3634.0	577.0	348.0	229.0	3048.0	4.0	4.0	1.0
20-24	10281.0	2797.0	2117.0	680.0	7426.0	5.0	53.0	-	9854.0	4929.0	3903.0	1026.0	4723.0	49.0	152.0	1.0
25-29	10891.0	6406.0	5389.0	1017.0	4121.0	9.0	355.0	-	10477.0	7939.0	6870.0	1069.0	1933.0	162.0	443.0	-
30-34	11336.0	8338.0	7267.0	1071.0	2369.0	30.0	599.0	-	11106.0	9358.0	8399.0	959.0	898.0	302.0	547.0	1.0
35-39	15396.0	11868.0	10587.0	1281.0	2605.0	82.0	839.0	2.0	14796.0	12608.0	11423.0	1185.0	752.0	716.0	720.0	-
40-44	18745.0	14917.0	13272.0	1645.0	2599.0	161.0	1067.0	1.0	18297.0	15284.0	13821.0	1463.0	729.0	1317.0	966.0	1.0
45-49	14229.0	11621.0	10421.0	1200.0	1483.0	258.0	867.0	-	14686.0	11705.0	10419.0	1286.0	541.0	1667.0	772.0	1.0
50-54	9466.0	7937.0	7169.0	768.0	648.0	311.0	569.0	1.0	10805.0	7912.0	6938.0	974.0	438.0	1851.0	603.0	1.0
55-59	3827.0	3222.0	2876.0	346.0	172.0	223.0	209.0	1.0	4951.0	3206.0	2773.0	433.0	237.0	1286.0	222.0	-
60-64	6856.0	5785.0	5185.0	600.0	190.0	683.0	198.0	-	10746.0	5671.0	4921.0	750.0	677.0	4047.0	349.0	2.0
65-69	6047.0	5025.0	4560.0	465.0	85.0	835.0	102.0	-	11434.0	4796.0	4190.0	606.0	912.0	5461.0	265.0	-
70 и более	7213.0	5320.0	4825.0	495.0	89.0	1742.0	62.0	-	24989.0	5116.0	4481.0	635.0	3869.0	15507.0	495.0	2.0
возраст не указан	8.0	1.0	1.0	-	5.0	1.0	-	1.0	8.0	4.0	4.0	-	1.0	3.0	-	-
Азербайджанцы	55189.0	39395.0	34403.0	4992.0	13172.0	768.0	1771.0	83.0	40712.0	28481.0	26565.0	1916.0	7477.0	3018.0	1706.0	30.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		10.0	10.0	2.0	8.0		-	-	
16-17	3205.0	11.0	5.0	6.0	3174.0	-	-	20.0	2719.0	132.0	61.0	71.0	2571.0	1.0	4.0	11.0
18-19	2529.0	82.0	59.0	23.0	2439.0	-	2.0	6.0	2363.0	581.0	442.0	139.0	1759.0	2.0	15.0	6.0
20-24	5722.0	1545.0	1250.0	295.0	4113.0	4.0	52.0	8.0	5068.0	3034.0	2648.0	386.0	1863.0	19.0	150.0	2.0
25-29	5495.0	3828.0	3229.0	599.0	1494.0	11.0	154.0	8.0	4772.0	3986.0	3625.0	361.0	488.0	43.0	254.0	1.0
30-34	7635.0	6346.0	5276.0	1070.0	941.0	10.0	323.0	15.0	5474.0	4825.0	4502.0	323.0	274.0	106.0	269.0	-
35-39	8803.0	7940.0	6869.0	1071.0	532.0	20.0	300.0	11.0	6024.0	5350.0	5099.0	251.0	218.0	150.0	306.0	-
40-44	8366.0	7671.0	6817.0	854.0	253.0	44.0	392.0	6.0	5165.0	4504.0	4296.0	208.0	156.0	226.0	276.0	3.0
45-49	5057.0	4663.0	4168.0	495.0	121.0	46.0	226.0	1.0	2962.0	2484.0	2382.0	102.0	64.0	233.0	181.0	-
50-54	2889.0	2673.0	2440.0	233.0	42.0	48.0	123.0	3.0	1643.0	1270.0	1235.0	35.0	27.0	230.0	116.0	-
55-59	1197.0	1060.0	959.0	101.0	20.0	41.0	74.0	2.0	687.0	521.0	516.0	5.0	6.0	132.0	26.0	2.0
60-64	1666.0	1472.0	1349.0	123.0	21.0	103.0	70.0	-	1091.0	697.0	690.0	7.0	10.0	337.0	46.0	1.0
65-69	1287.0	1105.0	1045.0	60.0	17.0	128.0	37.0	-	1076.0	585.0	573.0	12.0	9.0	444.0	36.0	2.0
70 и более	1333.0	995.0	934.0	61.0	5.0	313.0	18.0	2.0	1657.0	501.0	494.0	7.0	32.0	1095.0	27.0	2.0
возраст не указан	5.0	4.0	3.0	1.0	-	-	-	1.0	1.0	1.0	-	1.0	-	-	-	-
Марийцы	126632.0	79012.0	69787.0	9225.0	36875.0	5491.0	5240.0	14.0	145943.0	85388.0	75076.0	10312.0	23551.0	31165.0	5827.0	12.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		-	-	-	-		-	-	
16-17	6060.0	13.0	4.0	9.0	6042.0	-	2.0	3.0	5326.0	75.0	35.0	40.0	5248.0	1.0	2.0	-
18-19	4377.0	108.0	60.0	48.0	4262.0	2.0	3.0	2.0	4029.0	538.0	327.0	211.0	3483.0	4.0	3.0	1.0
20-24	11251.0	2378.0	1802.0	576.0	8797.0	4.0	70.0	2.0	10706.0	5015.0	3930.0	1085.0	5432.0	47.0	210.0	2.0
25-29	11310.0	6006.0	4909.0	1097.0	4902.0	18.0	382.0	2.0	10728.0	8137.0	6961.0	1176.0	1945.0	175.0	471.0	-
30-34	12361.0	8403.0	7355.0	1048.0	3253.0	29.0	675.0	1.0	11567.0	9704.0	8606.0	1098.0	913.0	323.0	627.0	-
35-39	16004.0	11734.0	10436.0	1298.0	3203.0	102.0	963.0	2.0	14516.0	12332.0	11207.0	1125.0	705.0	673.0	806.0	-
40-44	18252.0	13772.0	12258.0	1514.0	3189.0	212.0	1078.0	1.0	16821.0	14024.0	12736.0	1288.0	657.0	1222.0	918.0	-
45-49	14503.0	11449.0	10345.0	1104.0	1798.0	315.0	941.0	-	14284.0	11304.0	10129.0	1175.0	623.0	1639.0	718.0	-
50-54	9541.0	7703.0	6967.0	736.0	843.0	436.0	559.0	-	10531.0	7548.0	6649.0	899.0	443.0	2009.0	528.0	3.0
55-59	3858.0	3177.0	2866.0	311.0	223.0	256.0	202.0	-	4812.0	3120.0	2720.0	400.0	214.0	1254.0	224.0	-
60-64	6502.0	5210.0	4646.0	564.0	159.0	916.0	217.0	-	10036.0	5181.0	4510.0	671.0	516.0	3970.0	368.0	1.0
65-69	5470.0	4229.0	3796.0	433.0	91.0	1065.0	85.0	-	10136.0	4100.0	3559.0	541.0	725.0	5030.0	280.0	1.0
70 и более	7138.0	4829.0	4342.0	487.0	111.0	2135.0	63.0	-	22442.0	4307.0	3704.0	603.0	2645.0	14817.0	672.0	1.0
возраст не указан	4.0	-	-	-	2.0	1.0	-	1.0	9.0	3.0	3.0	-	2.0	1.0	-	3.0
Немцы	102617.0	76446.0	67233.0	9213.0	18359.0	3479.0	4297.0	36.0	109990.0	70028.0	61188.0	8840.0	14267.0	18324.0	7340.0	31.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		5.0	5.0	-	5.0		-	-	
16-17	4446.0	44.0	22.0	22.0	4384.0	-	-	18.0	4153.0	185.0	92.0	93.0	3950.0	-	4.0	14.0
18-19	3540.0	232.0	160.0	72.0	3302.0	1.0	3.0	2.0	3578.0	864.0	605.0	259.0	2685.0	3.0	24.0	2.0
20-24	10579.0	4187.0	3400.0	787.0	6209.0	3.0	177.0	3.0	10411.0	6127.0	4990.0	1137.0	3762.0	38.0	476.0	8.0
25-29	8706.0	6451.0	5488.0	963.0	1824.0	14.0	414.0	3.0	8286.0	6403.0	5438.0	965.0	1094.0	97.0	691.0	1.0
30-34	6926.0	5873.0	5141.0	732.0	594.0	13.0	444.0	2.0	6326.0	5341.0	4649.0	692.0	339.0	111.0	534.0	1.0
35-39	8835.0	7777.0	6880.0	897.0	497.0	31.0	528.0	2.0	8040.0	6798.0	6090.0	708.0	274.0	274.0	694.0	-
40-44	13161.0	11779.0	10508.0	1271.0	539.0	81.0	762.0	-	12232.0	10136.0	9055.0	1081.0	305.0	594.0	1197.0	-
45-49	13373.0	12001.0	10708.0	1293.0	445.0	170.0	757.0	-	12888.0	10450.0	9301.0	1149.0	290.0	989.0	1159.0	-
50-54	9841.0	8780.0	7867.0	913.0	285.0	210.0	565.0	1.0	10167.0	7825.0	6931.0	894.0	214.0	1212.0	915.0	1.0
55-59	2397.0	2139.0	1894.0	245.0	43.0	83.0	132.0	-	2758.0	1911.0	1691.0	220.0	57.0	575.0	214.0	1.0
60-64	6890.0	6055.0	5349.0	706.0	127.0	450.0	257.0	1.0	8492.0	5186.0	4565.0	621.0	201.0	2573.0	532.0	-
65-69	5643.0	4861.0	4324.0	537.0	63.0	560.0	157.0	2.0	7707.0	4289.0	3767.0	522.0	211.0	2833.0	374.0	-
70 и более	8277.0	6266.0	5492.0	774.0	46.0	1862.0	101.0	2.0	14943.0	4506.0	4012.0	494.0	884.0	9025.0	526.0	2.0
возраст не указан	3.0	1.0	-	1.0	1.0	1.0	-	-	4.0	2.0	2.0	-	1.0	-	-	1.0
Кабардинцы	94783.0	60045.0	59029.0	1016.0	29368.0	2320.0	3044.0	6.0	101993.0	59102.0	58144.0	958.0	20890.0	16567.0	5430.0	4.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		6.0	6.0	3.0	3.0		-	-	
16-17	5888.0	14.0	10.0	4.0	5874.0	-	-	-	5840.0	172.0	150.0	22.0	5659.0	-	8.0	1.0
18-19	5077.0	74.0	68.0	6.0	4992.0	3.0	6.0	2.0	5423.0	891.0	849.0	42.0	4485.0	3.0	44.0	-
20-24	11814.0	1966.0	1896.0	70.0	9756.0	4.0	87.0	1.0	12319.0	5730.0	5589.0	141.0	6032.0	40.0	517.0	-
25-29	10047.0	5100.0	4965.0	135.0	4648.0	10.0	289.0	-	9795.0	6925.0	6794.0	131.0	1878.0	119.0	871.0	2.0
30-34	10490.0	7717.0	7572.0	145.0	2147.0	32.0	594.0	-	10165.0	7989.0	7853.0	136.0	893.0	283.0	1000.0	-
35-39	11863.0	9990.0	9818.0	172.0	1107.0	55.0	710.0	1.0	11254.0	9177.0	9042.0	135.0	586.0	537.0	954.0	-
40-44	10938.0	9787.0	9642.0	145.0	457.0	93.0	601.0	-	10339.0	8367.0	8249.0	118.0	417.0	770.0	785.0	-
45-49	7172.0	6601.0	6503.0	98.0	170.0	98.0	303.0	-	6818.0	5325.0	5253.0	72.0	226.0	801.0	466.0	-
50-54	4683.0	4305.0	4235.0	70.0	79.0	104.0	195.0	-	4755.0	3535.0	3482.0	53.0	115.0	856.0	249.0	-
55-59	2542.0	2345.0	2307.0	38.0	39.0	91.0	67.0	-	3522.0	2393.0	2364.0	29.0	70.0	961.0	98.0	-
60-64	5145.0	4676.0	4625.0	51.0	49.0	318.0	102.0	-	7432.0	4213.0	4177.0	36.0	164.0	2847.0	208.0	-
65-69	4287.0	3735.0	3692.0	43.0	34.0	463.0	55.0	-	5482.0	2402.0	2377.0	25.0	155.0	2810.0	115.0	-
70 и более	4833.0	3733.0	3694.0	39.0	16.0	1049.0	35.0	-	8842.0	1976.0	1961.0	15.0	210.0	6540.0	115.0	1.0
возраст не указан	4.0	2.0	2.0	-	-	-	-	2.0	1.0	1.0	1.0	-	-	-	-	-
Осетины	68474.0	39797.0	35926.0	3871.0	22627.0	2869.0	3161.0	20.0	72085.0	36682.0	33323.0	3359.0	16350.0	14974.0	4067.0	12.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		1.0	1.0	-	1.0		-	-	
16-17	3284.0	7.0	3.0	4.0	3271.0	1.0	1.0	4.0	3079.0	55.0	24.0	31.0	3019.0	1.0	4.0	-
18-19	2812.0	31.0	14.0	17.0	2778.0	1.0	2.0	-	2768.0	252.0	129.0	123.0	2492.0	1.0	22.0	1.0
20-24	6778.0	766.0	490.0	276.0	5961.0	4.0	42.0	5.0	6567.0	1993.0	1433.0	560.0	4338.0	22.0	210.0	4.0
25-29	6557.0	2305.0	1756.0	549.0	4021.0	9.0	221.0	1.0	6433.0	3584.0	2957.0	627.0	2293.0	92.0	464.0	-
30-34	6520.0	3633.0	3025.0	608.0	2483.0	21.0	380.0	3.0	6294.0	4177.0	3673.0	504.0	1266.0	205.0	646.0	-
35-39	7105.0	4897.0	4280.0	617.0	1638.0	44.0	525.0	1.0	6487.0	4717.0	4293.0	424.0	791.0	321.0	658.0	-
40-44	7228.0	5471.0	4958.0	513.0	1113.0	53.0	591.0	-	6424.0	4851.0	4525.0	326.0	462.0	523.0	587.0	1.0
45-49	5585.0	4518.0	4179.0	339.0	530.0	92.0	443.0	2.0	4816.0	3543.0	3358.0	185.0	307.0	575.0	391.0	-
50-54	4386.0	3678.0	3457.0	221.0	278.0	111.0	317.0	2.0	3979.0	2758.0	2623.0	135.0	238.0	697.0	285.0	1.0
55-59	2644.0	2218.0	2093.0	125.0	135.0	121.0	170.0	-	2937.0	1857.0	1759.0	98.0	162.0	743.0	175.0	-
60-64	4933.0	4072.0	3828.0	244.0	219.0	410.0	232.0	-	6150.0	3427.0	3279.0	148.0	260.0	2176.0	287.0	-
65-69	4527.0	3680.0	3499.0	181.0	119.0	583.0	144.0	1.0	5730.0	2749.0	2650.0	99.0	264.0	2526.0	190.0	1.0
70 и более	6113.0	4520.0	4343.0	177.0	81.0	1419.0	93.0	-	10414.0	2717.0	2619.0	98.0	458.0	7091.0	148.0	-
возраст не указан	2.0	1.0	1.0	-	-	-	-	1.0	6.0	1.0	1.0	-	-	1.0	-	4.0
Даргинцы	108055.0	73655.0	69662.0	3993.0	30502.0	1956.0	1928.0	14.0	116311.0	73281.0	69421.0	3860.0	22503.0	15272.0	5245.0	10.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		3.0	3.0	1.0	2.0		-	-	
16-17	7372.0	13.0	6.0	7.0	7349.0	1.0	2.0	7.0	7313.0	167.0	101.0	66.0	7136.0	1.0	6.0	3.0
18-19	6070.0	50.0	31.0	19.0	6012.0	1.0	5.0	2.0	6504.0	1063.0	860.0	203.0	5395.0	1.0	44.0	1.0
20-24	14502.0	2656.0	2224.0	432.0	11753.0	22.0	69.0	2.0	14962.0	8049.0	7248.0	801.0	6448.0	84.0	380.0	1.0
25-29	13531.0	9272.0	8468.0	804.0	3879.0	47.0	333.0	-	13709.0	10996.0	10227.0	769.0	1667.0	232.0	814.0	-
30-34	13635.0	12215.0	11451.0	764.0	926.0	67.0	427.0	-	13625.0	11541.0	10958.0	583.0	672.0	429.0	983.0	-
35-39	13060.0	12362.0	11795.0	567.0	299.0	69.0	330.0	-	13354.0	11405.0	10936.0	469.0	421.0	662.0	866.0	-
40-44	11779.0	11290.0	10863.0	427.0	146.0	81.0	262.0	-	11852.0	9832.0	9467.0	365.0	300.0	877.0	843.0	-
45-49	7211.0	6909.0	6657.0	252.0	57.0	73.0	172.0	-	7408.0	5938.0	5739.0	199.0	123.0	855.0	492.0	-
50-54	4710.0	4516.0	4342.0	174.0	24.0	68.0	102.0	-	5085.0	3845.0	3728.0	117.0	65.0	913.0	262.0	-
55-59	2200.0	2095.0	2029.0	66.0	6.0	62.0	37.0	-	2595.0	1825.0	1769.0	56.0	27.0	653.0	90.0	-
60-64	3857.0	3614.0	3475.0	139.0	10.0	149.0	84.0	-	4726.0	2914.0	2849.0	65.0	55.0	1600.0	157.0	-
65-69	4251.0	3892.0	3755.0	137.0	17.0	288.0	54.0	-	5461.0	2917.0	2846.0	71.0	70.0	2341.0	133.0	-
70 и более	5866.0	4767.0	4563.0	204.0	20.0	1028.0	51.0	-	9695.0	2779.0	2686.0	93.0	122.0	6621.0	173.0	-
возраст не указан	10.0	3.0	2.0	1.0	4.0	-	-	3.0	19.0	7.0	6.0	1.0	2.0	3.0	2.0	5.0
Буряты	83172.0	49651.0	42482.0	7169.0	26872.0	3207.0	3251.0	191.0	92091.0	49950.0	42578.0	7372.0	23589.0	14034.0	4314.0	204.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16-17	5339.0	13.0	5.0	8.0	5214.0	-	-	112.0	4557.0	48.0	11.0	37.0	4414.0	-	1.0	94.0
18-19	3300.0	98.0	59.0	39.0	3188.0	-	1.0	13.0	2957.0	323.0	166.0	157.0	2619.0	2.0	4.0	9.0
20-24	9162.0	1882.0	1195.0	687.0	7220.0	4.0	37.0	19.0	8972.0	3319.0	2236.0	1083.0	5458.0	54.0	134.0	7.0
25-29	8812.0	4364.0	3222.0	1142.0	4144.0	19.0	280.0	5.0	8754.0	5273.0	4134.0	1139.0	2875.0	189.0	412.0	5.0
30-34	8120.0	5509.0	4445.0	1064.0	2127.0	35.0	439.0	10.0	8389.0	5904.0	4933.0	971.0	1625.0	320.0	529.0	11.0
35-39	9662.0	7171.0	6130.0	1041.0	1757.0	78.0	653.0	3.0	9779.0	7138.0	6155.0	983.0	1381.0	555.0	700.0	5.0
40-44	11017.0	8814.0	7740.0	1074.0	1357.0	166.0	674.0	6.0	11462.0	8443.0	7489.0	954.0	1326.0	949.0	735.0	9.0
45-49	9016.0	7315.0	6553.0	762.0	952.0	260.0	485.0	4.0	9696.0	6919.0	6121.0	798.0	1047.0	1092.0	630.0	8.0
50-54	6065.0	5010.0	4532.0	478.0	452.0	292.0	304.0	7.0	6925.0	4618.0	4117.0	501.0	714.0	1133.0	456.0	4.0
55-59	2444.0	2011.0	1816.0	195.0	133.0	169.0	129.0	2.0	3086.0	1891.0	1687.0	204.0	264.0	755.0	172.0	4.0
60-64	3590.0	2893.0	2580.0	313.0	158.0	418.0	121.0	-	4973.0	2600.0	2350.0	250.0	359.0	1772.0	234.0	8.0
65-69	2548.0	1930.0	1757.0	173.0	89.0	450.0	77.0	2.0	3780.0	1633.0	1498.0	135.0	309.0	1704.0	126.0	8.0
70 и более	4089.0	2637.0	2444.0	193.0	81.0	1316.0	51.0	4.0	8750.0	1838.0	1679.0	159.0	1196.0	5509.0	181.0	26.0
возраст не указан	8.0	4.0	4.0	-	-	-	-	4.0	11.0	3.0	2.0	1.0	2.0	-	-	6.0
Якуты	91978.0	53071.0	48352.0	4719.0	31599.0	3511.0	3726.0	71.0	98726.0	53620.0	48718.0	4902.0	27659.0	12151.0	5229.0	67.0
в том числе в возрасте, лет:																
до 16	3.0	2.0	1.0	1.0		-	1.0		6.0	5.0	2.0	3.0		-	1.0	
16-17	6480.0	18.0	5.0	13.0	6420.0	-	3.0	39.0	6076.0	74.0	32.0	42.0	5965.0	1.0	2.0	34.0
18-19	5148.0	229.0	168.0	61.0	4906.0	1.0	2.0	10.0	4344.0	565.0	409.0	156.0	3763.0	4.0	5.0	7.0
20-24	9737.0	2554.0	2142.0	412.0	7053.0	8.0	117.0	5.0	9414.0	3878.0	3271.0	607.0	5189.0	62.0	283.0	2.0
25-29	8329.0	4429.0	3812.0	617.0	3478.0	25.0	393.0	4.0	8252.0	5032.0	4399.0	633.0	2541.0	150.0	528.0	1.0
30-34	9021.0	5889.0	5235.0	654.0	2472.0	30.0	630.0	-	9309.0	6357.0	5696.0	661.0	1901.0	288.0	762.0	1.0
35-39	11108.0	8276.0	7546.0	730.0	2051.0	102.0	676.0	3.0	11729.0	8368.0	7645.0	723.0	1928.0	552.0	879.0	2.0
40-44	12485.0	9546.0	8806.0	740.0	2065.0	173.0	701.0	-	12948.0	9349.0	8571.0	778.0	1866.0	784.0	949.0	-
45-49	9782.0	7692.0	7168.0	524.0	1369.0	220.0	501.0	-	10832.0	7589.0	7087.0	502.0	1605.0	955.0	680.0	3.0
50-54	6340.0	5072.0	4703.0	369.0	739.0	231.0	298.0	-	7210.0	4724.0	4426.0	298.0	1047.0	984.0	453.0	2.0
55-59	3274.0	2584.0	2427.0	157.0	334.0	210.0	146.0	-	3940.0	2334.0	2171.0	163.0	529.0	850.0	227.0	-
60-64	2990.0	2272.0	2117.0	155.0	263.0	349.0	105.0	1.0	3897.0	2046.0	1923.0	123.0	375.0	1317.0	159.0	-
65-69	3156.0	2217.0	2083.0	134.0	225.0	638.0	76.0	-	4144.0	1792.0	1679.0	113.0	358.0	1852.0	139.0	3.0
70 и более	4114.0	2289.0	2137.0	152.0	224.0	1523.0	75.0	3.0	6614.0	1505.0	1405.0	100.0	592.0	4350.0	161.0	6.0
возраст не указан	11.0	2.0	2.0	-	-	1.0	2.0	6.0	11.0	2.0	2.0	-	-	2.0	1.0	6.0
Кумыки	70756.0	47934.0	43315.0	4619.0	18925.0	1483.0	2340.0	74.0	77013.0	47589.0	42932.0	4657.0	14429.0	9315.0	5613.0	67.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		6.0	6.0	4.0	2.0		-	-	
16-17	5055.0	10.0	7.0	3.0	5020.0	-	-	25.0	5036.0	167.0	77.0	90.0	4838.0	1.0	10.0	20.0
18-19	4224.0	63.0	29.0	34.0	4143.0	-	3.0	15.0	4391.0	753.0	504.0	249.0	3566.0	3.0	60.0	9.0
20-24	9440.0	2357.0	1814.0	543.0	6945.0	6.0	115.0	17.0	9940.0	5421.0	4396.0	1025.0	3880.0	45.0	580.0	14.0
25-29	8201.0	5856.0	4905.0	951.0	1913.0	26.0	396.0	10.0	8781.0	6627.0	5681.0	946.0	1064.0	116.0	967.0	7.0
30-34	8001.0	6944.0	6080.0	864.0	506.0	33.0	515.0	3.0	8314.0	6717.0	6040.0	677.0	397.0	218.0	975.0	7.0
35-39	8600.0	7927.0	7240.0	687.0	206.0	42.0	424.0	1.0	8779.0	7261.0	6758.0	503.0	248.0	296.0	972.0	2.0
40-44	8213.0	7680.0	7211.0	469.0	89.0	81.0	362.0	1.0	8520.0	7022.0	6567.0	455.0	184.0	481.0	832.0	1.0
45-49	5564.0	5279.0	4941.0	338.0	39.0	57.0	189.0	-	5793.0	4648.0	4372.0	276.0	94.0	543.0	508.0	-
50-54	3711.0	3482.0	3300.0	182.0	22.0	74.0	133.0	-	3875.0	2896.0	2751.0	145.0	54.0	640.0	284.0	1.0
55-59	1808.0	1687.0	1605.0	82.0	8.0	58.0	55.0	-	1997.0	1354.0	1294.0	60.0	20.0	520.0	103.0	-
60-64	2550.0	2301.0	2146.0	155.0	14.0	155.0	80.0	-	3216.0	1874.0	1783.0	91.0	26.0	1185.0	131.0	-
65-69	2331.0	2058.0	1938.0	120.0	12.0	219.0	41.0	1.0	3137.0	1525.0	1468.0	57.0	27.0	1500.0	84.0	1.0
70 и более	3055.0	2288.0	2098.0	190.0	7.0	732.0	27.0	1.0	5222.0	1315.0	1234.0	81.0	30.0	3766.0	107.0	4.0
возраст не указан	3.0	2.0	1.0	1.0	1.0	-	-	-	6.0	3.0	3.0	-	1.0	1.0	-	1.0
Ингуши	66958.0	33415.0	30260.0	3155.0	30092.0	1298.0	1639.0	514.0	76759.0	34156.0	30881.0	3275.0	29716.0	8821.0	3575.0	491.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	-	1.0		-	-		11.0	10.0	7.0	3.0		-	1.0	
16-17	4809.0	27.0	9.0	18.0	4660.0	3.0	5.0	114.0	5259.0	108.0	51.0	57.0	5061.0	2.0	9.0	79.0
18-19	4291.0	78.0	49.0	29.0	4144.0	2.0	2.0	65.0	5098.0	381.0	263.0	118.0	4609.0	12.0	39.0	57.0
20-24	9810.0	837.0	626.0	211.0	8733.0	22.0	88.0	130.0	11574.0	2617.0	2131.0	486.0	8479.0	90.0	258.0	130.0
25-29	8476.0	2199.0	1860.0	339.0	5927.0	43.0	210.0	97.0	9461.0	3879.0	3353.0	526.0	4837.0	198.0	479.0	68.0
30-34	8115.0	3918.0	3376.0	542.0	3709.0	83.0	353.0	52.0	9174.0	4909.0	4372.0	537.0	3130.0	404.0	689.0	42.0
