11. ЗАНЯТОЕ НАСЕЛЕНИЕ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ЗАНЯТИЯМ И  ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
								
	Всего	в том числе по положению в занятии						
		работаюшие по найму	работающие не по найму	из них				не указавшие положение в занятии
				с привлечением наемных работников	без привлечения наемных работников	иное	не указавшие привлечение наемных работников	
Центральный федеральный округ								
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	30248.0	23884.0	6357.0	3842.0	2278.0	154.0	83.0	7.0
специалисты высшего уровня квалификации	28721.0	28067.0	638.0	86.0	408.0	122.0	22.0	16.0
специалисты среднего уровня квалификации	36752.0	36219.0	524.0	89.0	346.0	76.0	13.0	9.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	6835.0	6767.0	67.0	4.0	59.0	-	4.0	1.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	33437.0	31410.0	2024.0	165.0	1746.0	74.0	39.0	3.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	3675.0	3301.0	374.0	86.0	272.0	4.0	12.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	32205.0	31496.0	698.0	41.0	600.0	37.0	20.0	11.0
операторы, аппаратчики, машинисты установок и машин	37598.0	36603.0	984.0	56.0	851.0	61.0	16.0	11.0
неквалифицированные рабочие	22718.0	22489.0	205.0	32.0	142.0	18.0	13.0	24.0
занятые на военной службе	5679.0	5679.0						-
лица, неточно указавшие или не указавшие  занятия 	1983.0	1826.0	157.0	46.0	66.0	37.0	8.0	-
Еврейская автономная область								
