8. НАСЕЛЕНИЕ КОРЕННЫХ МАЛОЧИСЛЕННЫХ НАРОДОВ ПО ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
																			
	Численность населения соответству-ющей националь-ности	Всего указали источников средств к существова-нию
	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения данной национальности указали
			
			доход от трудовой деятель-ности (кроме работы в личном подсобном хозяйстве)
	личное подсобное хозяйство	стипендию	пенсию (кроме пенсии по инвалид-ности)	пенсию по инвалид-ности	пособие (кроме пособия по безрабо-тице)	пособие по безработице	другой вид государст-венного обеспечения	сбережения	доход от сдачи внаем или в аренду имущества	на иждивении отдельных лиц	иной источник средств к существова-нию					
																один источник средств к существова-нию	два источника
	три источника
	четыре источника и более
Городское и сельское население																			
возраст не указан	47.0	59.0	12.0	6.0	-	11.0	2.0	8.0	-	2.0	-	-	13.0	5.0	3.0	29.0	15.0	-	-
Нивхи	4902.0	6736.0	1362.0	232.0	118.0	686.0	198.0	1231.0	126.0	227.0	6.0	3.0	2032.0	515.0	1.0	3213.0	1541.0	147.0	-
в том числе в возрасте, лет:																			
до 15	1372.0	2420.0	1.0	4.0	1.0	105.0	32.0	966.0	-	91.0	-	-	1203.0	17.0	1.0	400.0	893.0	78.0	-
15 – 19	538.0	824.0	40.0	5.0	88.0	51.0	8.0	157.0	7.0	46.0	3.0	-	376.0	43.0	-	289.0	212.0	37.0	-
20 – 29	869.0	1021.0	397.0	38.0	27.0	9.0	38.0	62.0	34.0	43.0	-	1.0	232.0	140.0	-	729.0	128.0	12.0	-
30 – 49	1516.0	1711.0	780.0	132.0	1.0	45.0	85.0	44.0	85.0	45.0	2.0	2.0	203.0	287.0	-	1330.0	177.0	9.0	-
50 – 54	245.0	307.0	101.0	15.0	-	141.0	15.0	-	-	1.0	-	-	10.0	24.0	-	188.0	52.0	5.0	-
55 – 59	103.0	141.0	24.0	11.0	-	95.0	4.0	1.0	-	-	1.0	-	2.0	3.0	-	68.0	32.0	3.0	-
60 – 64	111.0	138.0	12.0	12.0	-	105.0	6.0	-	-	-	-	-	2.0	1.0	-	86.0	23.0	2.0	-
65 и более	145.0	168.0	6.0	14.0	-	135.0	10.0	-	-	1.0	-	-	2.0	-	-	123.0	21.0	1.0	-
возраст не указан	3.0	6.0	1.0	1.0	1.0	-	-	1.0	-	-	-	-	2.0	-	-	-	3.0	-	-
Орочи	426.0	537.0	146.0	17.0	7.0	70.0	11.0	57.0	7.0	32.0	4.0	-	161.0	25.0	2.0	324.0	87.0	13.0	-
в том числе в возрасте, лет:																			
до 15	117.0	174.0	-	-	-	16.0	1.0	41.0	-	18.0	-	-	98.0	-	1.0	63.0	48.0	5.0	-
15 – 19	55.0	80.0	6.0	1.0	7.0	7.0	2.0	8.0	1.0	7.0	-	-	39.0	2.0	-	35.0	15.0	5.0	-
20 – 29	69.0	76.0	42.0	2.0	-	1.0	2.0	5.0	2.0	2.0	1.0	-	14.0	5.0	-	63.0	5.0	1.0	-
30 – 49	129.0	138.0	85.0	8.0	-	2.0	4.0	3.0	3.0	4.0	3.0	-	10.0	16.0	1.0	119.0	8.0	1.0	-
50 – 54	20.0	28.0	10.0	3.0	-	11.0	1.0	-	1.0	-	-	-	-	2.0	-	13.0	6.0	1.0	-
55 – 59	9.0	11.0	2.0	-	-	8.0	1.0	-	-	-	-	-	-	-	-	7.0	2.0	-	-
60 – 64	12.0	14.0	1.0	2.0	-	11.0	-	-	-	-	-	-	-	-	-	10.0	2.0	-	-
65 и более	15.0	16.0	-	1.0	-	14.0	-	-	-	1.0	-	-	-	-	-	14.0	1.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Саамы	1769.0	2663.0	619.0	305.0	82.0	339.0	50.0	389.0	120.0	34.0	5.0	4.0	666.0	50.0	2.0	949.0	741.0	76.0	1.0
в том числе в возрасте, лет:																			
до 15	414.0	742.0	-	11.0	-	14.0	3.0	307.0	-	10.0	-	-	397.0	-	2.0	99.0	296.0	17.0	-
15 – 19	178.0	332.0	8.0	30.0	63.0	15.0	2.0	51.0	4.0	3.0	-	-	153.0	3.0	-	53.0	97.0	27.0	1.0
20 – 29	298.0	385.0	167.0	47.0	19.0	2.0	6.0	17.0	33.0	7.0	4.0	2.0	70.0	11.0	-	214.0	81.0	3.0	-
30 – 49	536.0	712.0	350.0	141.0	-	14.0	30.0	12.0	77.0	11.0	-	1.0	44.0	32.0	-	370.0	156.0	10.0	-
50 – 54	103.0	160.0	51.0	30.0	-	62.0	2.0	1.0	6.0	1.0	1.0	1.0	2.0	3.0	-	56.0	37.0	10.0	-
55 – 59	60.0	96.0	25.0	12.0	-	56.0	1.0	1.0	-	1.0	-	-	-	-	-	28.0	28.0	4.0	-
60 – 64	55.0	78.0	8.0	14.0	-	51.0	4.0	-	-	1.0	-	-	-	-	-	34.0	19.0	2.0	-
65 и более	125.0	158.0	10.0	20.0	-	125.0	2.0	-	-	-	-	-	-	1.0	-	95.0	27.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Селькупы	4056.0	6045.0	1123.0	900.0	93.0	653.0	158.0	810.0	191.0	234.0	17.0	8.0	1688.0	170.0	12.0	2210.0	1673.0	155.0	6.0
в том числе в возрасте, лет:																			
до 15	1005.0	1746.0	-	41.0	1.0	46.0	13.0	634.0	-	100.0	-	-	910.0	1.0	4.0	307.0	644.0	49.0	1.0
15 – 19	468.0	746.0	40.0	72.0	72.0	33.0	9.0	97.0	19.0	69.0	-	1.0	325.0	9.0	2.0	225.0	204.0	35.0	2.0
20 – 29	715.0	955.0	340.0	176.0	20.0	5.0	25.0	47.0	61.0	17.0	7.0	-	218.0	39.0	3.0	503.0	177.0	30.0	2.0
30 – 49	1214.0	1609.0	645.0	358.0	-	38.0	76.0	27.0	103.0	27.0	6.0	6.0	212.0	111.0	2.0	841.0	346.0	24.0	1.0
50 – 54	194.0	309.0	73.0	80.0	-	101.0	16.0	-	8.0	6.0	1.0	1.0	17.0	6.0	-	87.0	99.0	8.0	-
55 – 59	89.0	139.0	14.0	33.0	-	78.0	8.0	3.0	-	2.0	1.0	-	-	-	-	43.0	42.0	4.0	-
60 – 64	122.0	177.0	9.0	40.0	-	116.0	4.0	2.0	-	4.0	1.0	-	-	1.0	-	68.0	53.0	1.0	-
65 и более	242.0	358.0	2.0	100.0	-	235.0	7.0	-	-	9.0	1.0	-	4.0	-	-	130.0	108.0	4.0	-
возраст не указан	7.0	6.0	-	-	-	1.0	-	-	-	-	-	-	2.0	3.0	1.0	6.0	-	-	-
Сойоты	2739.0	4496.0	843.0	1006.0	62.0	339.0	135.0	747.0	5.0	4.0	3.0	3.0	1342.0	7.0	-	1205.0	1322.0	201.0	11.0
в том числе в возрасте, лет:																			
до 15	808.0	1484.0	-	76.0	-	25.0	9.0	570.0	-	-	-	2.0	801.0	1.0	-	226.0	494.0	82.0	6.0
15 – 19	298.0	575.0	14.0	115.0	35.0	18.0	9.0	104.0	1.0	-	-	-	279.0	-	-	89.0	146.0	58.0	5.0
20 – 29	524.0	773.0	246.0	246.0	26.0	1.0	36.0	43.0	1.0	2.0	1.0	-	169.0	2.0	-	292.0	215.0	17.0	-
30 – 49	734.0	1063.0	488.0	375.0	1.0	15.0	59.0	30.0	3.0	2.0	1.0	-	86.0	3.0	-	427.0	285.0	22.0	-
50 – 54	119.0	198.0	67.0	71.0	-	38.0	15.0	-	-	-	1.0	1.0	4.0	1.0	-	50.0	59.0	10.0	-
55 – 59	48.0	79.0	14.0	24.0	-	37.0	4.0	-	-	-	-	-	-	-	-	21.0	23.0	4.0	-
60 – 64	92.0	154.0	8.0	54.0	-	90.0	2.0	-	-	-	-	-	-	-	-	35.0	52.0	5.0	-
65 и более	116.0	170.0	6.0	45.0	-	115.0	1.0	-	-	-	-	-	3.0	-	-	65.0	48.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тазы	256.0	332.0	102.0	25.0	5.0	51.0	12.0	26.0	9.0	10.0	1.0	-	78.0	13.0	-	183.0	70.0	3.0	-
в том числе в возрасте, лет:																			
до 15	41.0	62.0	-	-	-	-	-	21.0	-	-	-	-	41.0	-	-	20.0	21.0	-	-
15 – 19	28.0	40.0	3.0	-	4.0	1.0	-	4.0	-	4.0	-	-	22.0	2.0	-	17.0	10.0	1.0	-
20 – 29	45.0	57.0	28.0	7.0	1.0	-	2.0	1.0	4.0	4.0	1.0	-	7.0	2.0	-	33.0	12.0	-	-
30 – 49	81.0	94.0	52.0	12.0	-	1.0	7.0	-	5.0	1.0	-	-	8.0	8.0	-	69.0	11.0	1.0	-
50 – 54	18.0	23.0	11.0	2.0	-	9.0	1.0	-	-	-	-	-	-	-	-	13.0	5.0	-	-
55 – 59	6.0	9.0	4.0	-	-	4.0	-	-	-	-	-	-	-	1.0	-	3.0	3.0	-	-
60 – 64	9.0	13.0	2.0	1.0	-	9.0	-	-	-	1.0	-	-	-	-	-	5.0	4.0	-	-
65 и более	28.0	34.0	2.0	3.0	-	27.0	2.0	-	-	-	-	-	-	-	-	23.0	4.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Теленгиты	2368.0	4394.0	556.0	1233.0	24.0	338.0	186.0	870.0	19.0	8.0	1.0	2.0	1145.0	12.0	-	662.0	1415.0	263.0	28.0
в том числе в возрасте, лет:																			
до 15	766.0	1674.0	-	100.0	-	75.0	19.0	731.0	-	-	-	-	749.0	-	-	30.0	578.0	145.0	13.0
15 – 19	249.0	559.0	11.0	139.0	19.0	31.0	20.0	126.0	1.0	1.0	-	1.0	210.0	-	-	46.0	111.0	77.0	15.0
20 – 29	355.0	539.0	138.0	236.0	5.0	-	34.0	8.0	9.0	2.0	-	1.0	102.0	4.0	-	182.0	162.0	11.0	-
30 – 49	711.0	1105.0	360.0	540.0	-	4.0	94.0	4.0	9.0	5.0	1.0	-	81.0	7.0	-	330.0	368.0	13.0	-
50 – 54	84.0	153.0	37.0	69.0	-	35.0	9.0	-	-	-	-	-	2.0	1.0	-	24.0	51.0	9.0	-
55 – 59	36.0	75.0	6.0	35.0	-	31.0	3.0	-	-	-	-	-	-	-	-	1.0	31.0	4.0	-
60 – 64	45.0	80.0	3.0	30.0	-	42.0	4.0	1.0	-	-	-	-	-	-	-	12.0	31.0	2.0	-
65 и более	122.0	209.0	1.0	84.0	-	120.0	3.0	-	-	-	-	-	1.0	-	-	37.0	83.0	2.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Телеуты	2534.0	3778.0	900.0	671.0	42.0	458.0	73.0	473.0	9.0	51.0	1.0	-	1010.0	90.0	-	1381.0	1065.0	85.0	3.0
в том числе в возрасте, лет:																			
до 15	523.0	946.0	-	19.0	1.0	41.0	5.0	373.0	-	10.0	-	-	497.0	-	-	142.0	341.0	38.0	2.0
15 – 19	260.0	395.0	21.0	30.0	32.0	21.0	6.0	58.0	-	6.0	-	-	215.0	6.0	-	145.0	96.0	18.0	1.0
20 – 29	407.0	547.0	240.0	92.0	9.0	2.0	7.0	35.0	2.0	17.0	-	-	124.0	19.0	-	277.0	120.0	10.0	-
30 – 49	822.0	1135.0	531.0	322.0	-	18.0	31.0	5.0	6.0	18.0	1.0	-	146.0	57.0	-	515.0	301.0	6.0	-
50 – 54	145.0	212.0	86.0	59.0	-	24.0	13.0	1.0	1.0	-	-	-	23.0	5.0	-	84.0	55.0	6.0	-
55 – 59	58.0	86.0	11.0	23.0	-	44.0	3.0	-	-	-	-	-	2.0	3.0	-	33.0	22.0	3.0	-
60 – 64	101.0	152.0	9.0	42.0	-	94.0	6.0	-	-	-	-	-	1.0	-	-	52.0	47.0	2.0	-
65 и более	218.0	305.0	2.0	84.0	-	214.0	2.0	1.0	-	-	-	-	2.0	-	-	133.0	83.0	2.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тофалары	723.0	1271.0	169.0	290.0	4.0	64.0	29.0	226.0	54.0	1.0	-	-	360.0	74.0	-	207.0	484.0	32.0	-
в том числе в возрасте, лет:																			
до 15	211.0	422.0	-	1.0	-	16.0	2.0	193.0	-	-	-	-	208.0	2.0	-	12.0	187.0	12.0	-
15 – 19	99.0	163.0	11.0	18.0	3.0	7.0	7.0	28.0	7.0	-	-	-	73.0	9.0	-	41.0	52.0	6.0	-
20 – 29	117.0	188.0	41.0	61.0	1.0	1.0	4.0	3.0	18.0	-	-	-	36.0	23.0	-	53.0	57.0	7.0	-
30 – 49	216.0	370.0	96.0	161.0	-	1.0	14.0	2.0	25.0	1.0	-	-	40.0	30.0	-	68.0	142.0	6.0	-
50 – 54	35.0	58.0	15.0	26.0	-	3.0	1.0	-	3.0	-	-	-	2.0	8.0	-	13.0	21.0	1.0	-
55 – 59	11.0	18.0	6.0	6.0	-	3.0	-	-	1.0	-	-	-	-	2.0	-	4.0	7.0	-	-
60 – 64	17.0	26.0	-	9.0	-	17.0	-	-	-	-	-	-	-	-	-	8.0	9.0	-	-
65 и более	17.0	26.0	-	8.0	-	16.0	1.0	-	-	-	-	-	1.0	-	-	8.0	9.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тубалары	1533.0	2934.0	379.0	1036.0	20.0	250.0	81.0	467.0	27.0	8.0	5.0	12.0	640.0	9.0	-	368.0	957.0	180.0	28.0
в том числе в возрасте, лет:																			
до 15	419.0	935.0	-	93.0	-	34.0	13.0	384.0	-	-	-	-	410.0	1.0	-	29.0	281.0	92.0	17.0
15 – 19	131.0	305.0	7.0	100.0	12.0	19.0	7.0	64.0	1.0	1.0	-	-	94.0	-	-	22.0	54.0	45.0	10.0
20 – 29	180.0	297.0	79.0	143.0	8.0	1.0	9.0	7.0	4.0	3.0	-	-	42.0	1.0	-	72.0	99.0	9.0	-
30 – 49	530.0	900.0	253.0	473.0	-	7.0	35.0	12.0	19.0	4.0	2.0	9.0	81.0	5.0	-	185.0	321.0	23.0	1.0
50 – 54	81.0	134.0	26.0	67.0	-	12.0	11.0	-	3.0	-	1.0	2.0	10.0	2.0	-	32.0	45.0	4.0	-
55 – 59	23.0	46.0	7.0	19.0	-	13.0	2.0	-	-	-	1.0	1.0	3.0	-	-	4.0	15.0	4.0	-
60 – 64	42.0	79.0	5.0	32.0	-	38.0	3.0	-	-	-	1.0	-	-	-	-	6.0	35.0	1.0	-
65 и более	127.0	238.0	2.0	109.0	-	126.0	1.0	-	-	-	-	-	-	-	-	18.0	107.0	2.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тувинцы-тоджинцы	4435.0	8053.0	697.0	1973.0	50.0	785.0	369.0	1646.0	178.0	4.0	4.0	-	2347.0	-	-	1295.0	2677.0	448.0	15.0
в том числе в возрасте, лет:																			
до 15	1441.0	3071.0	-	64.0	-	191.0	45.0	1359.0	-	2.0	-	-	1410.0	-	-	56.0	1145.0	235.0	5.0
15 – 19	491.0	1027.0	14.0	200.0	28.0	88.0	31.0	252.0	12.0	-	-	-	402.0	-	-	95.0	263.0	126.0	7.0
20 – 29	735.0	1125.0	183.0	469.0	22.0	9.0	68.0	25.0	68.0	2.0	-	-	279.0	-	-	378.0	326.0	29.0	2.0
30 – 49	1195.0	1831.0	429.0	846.0	-	13.0	190.0	9.0	97.0	-	-	-	247.0	-	-	595.0	565.0	34.0	1.0
50 – 54	141.0	251.0	48.0	101.0	-	73.0	20.0	-	1.0	-	-	-	8.0	-	-	39.0	94.0	8.0	-
55 – 59	118.0	227.0	13.0	99.0	-	109.0	4.0	1.0	-	-	-	-	1.0	-	-	15.0	97.0	6.0	-
60 – 64	148.0	266.0	8.0	108.0	-	140.0	6.0	-	-	-	4.0	-	-	-	-	38.0	102.0	8.0	-
65 и более	166.0	255.0	2.0	86.0	-	162.0	5.0	-	-	-	-	-	-	-	-	79.0	85.0	2.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Удэгейцы	1531.0	2464.0	483.0	521.0	28.0	162.0	87.0	415.0	81.0	32.0	2.0	1.0	615.0	37.0	-	650.0	829.0	52.0	-
в том числе в возрасте, лет:																			
до 15	399.0	742.0	-	5.0	-	8.0	7.0	327.0	-	14.0	-	-	379.0	2.0	-	71.0	313.0	15.0	-
15 – 19	161.0	269.0	13.0	31.0	21.0	4.0	8.0	58.0	2.0	3.0	-	-	128.0	1.0	-	65.0	84.0	12.0	-
20 – 29	236.0	335.0	106.0	100.0	7.0	1.0	20.0	12.0	23.0	6.0	-	-	48.0	12.0	-	144.0	85.0	7.0	-
30 – 49	524.0	779.0	300.0	275.0	-	17.0	31.0	18.0	54.0	6.0	2.0	1.0	54.0	21.0	-	277.0	239.0	8.0	-
50 – 54	65.0	102.0	41.0	37.0	-	9.0	8.0	-	2.0	1.0	-	-	3.0	1.0	-	30.0	33.0	2.0	-
55 – 59	37.0	60.0	12.0	17.0	-	27.0	3.0	-	-	-	-	-	1.0	-	-	19.0	13.0	5.0	-
60 – 64	40.0	64.0	8.0	17.0	-	32.0	6.0	-	-	-	-	-	1.0	-	-	19.0	18.0	3.0	-
65 и более	69.0	113.0	3.0	39.0	-	64.0	4.0	-	-	2.0	-	-	1.0	-	-	25.0	44.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ульта (ороки)	298.0	434.0	74.0	23.0	7.0	43.0	18.0	75.0	8.0	19.0	-	-	127.0	40.0	-	176.0	108.0	14.0	-
в том числе в возрасте, лет:																			
до 15	73.0	136.0	-	-	-	10.0	2.0	56.0	-	3.0	-	-	64.0	1.0	-	17.0	49.0	7.0	-
15 – 19	37.0	58.0	3.0	-	5.0	7.0	3.0	14.0	1.0	4.0	-	-	21.0	-	-	18.0	17.0	2.0	-
20 – 29	61.0	77.0	23.0	4.0	2.0	1.0	5.0	3.0	5.0	4.0	-	-	19.0	11.0	-	47.0	12.0	2.0	-
30 – 49	97.0	119.0	40.0	13.0	-	1.0	5.0	2.0	2.0	7.0	-	-	23.0	26.0	-	75.0	22.0	-	-
50 – 54	6.0	8.0	-	2.0	-	5.0	-	-	-	-	-	-	-	1.0	-	4.0	2.0	-	-
55 – 59	8.0	13.0	5.0	1.0	-	5.0	2.0	-	-	-	-	-	-	-	-	4.0	3.0	1.0	-
60 – 64	10.0	16.0	3.0	2.0	-	8.0	1.0	-	-	1.0	-	-	-	1.0	-	6.0	2.0	2.0	-
65 и более	6.0	7.0	-	1.0	-	6.0	-	-	-	-	-	-	-	-	-	5.0	1.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ульчи	2718.0	3693.0	704.0	93.0	49.0	415.0	103.0	742.0	95.0	99.0	3.0	2.0	1122.0	266.0	-	1801.0	859.0	58.0	-
в том числе в возрасте, лет:																			
до 15	734.0	1304.0	-	-	-	31.0	5.0	553.0	-	45.0	-	1.0	668.0	1.0	-	181.0	536.0	17.0	-
15 – 19	304.0	477.0	16.0	5.0	26.0	34.0	12.0	119.0	6.0	22.0	-	-	217.0	20.0	-	157.0	121.0	26.0	-
20 – 29	474.0	538.0	170.0	15.0	23.0	6.0	17.0	32.0	30.0	20.0	1.0	-	145.0	79.0	-	417.0	50.0	7.0	-
30 – 49	803.0	884.0	414.0	48.0	-	24.0	55.0	36.0	57.0	8.0	2.0	1.0	87.0	152.0	-	723.0	79.0	1.0	-
50 – 54	142.0	181.0	66.0	11.0	-	74.0	7.0	1.0	2.0	2.0	-	-	5.0	13.0	-	108.0	29.0	5.0	-
55 – 59	63.0	86.0	22.0	4.0	-	59.0	-	-	-	-	-	-	-	1.0	-	40.0	23.0	-	-
60 – 64	61.0	74.0	8.0	6.0	-	57.0	1.0	1.0	-	1.0	-	-	-	-	-	50.0	9.0	2.0	-
65 и более	137.0	149.0	8.0	4.0	-	130.0	6.0	-	-	1.0	-	-	-	-	-	125.0	12.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ханты	27655.0	37743.0	8752.0	2060.0	781.0	3371.0	741.0	5921.0	924.0	1025.0	58.0	505.0	12739.0	866.0	39.0	18307.0	8534.0	732.0	43.0
в том числе в возрасте, лет:																			
до 15	8838.0	14000.0	-	32.0	1.0	477.0	89.0	4646.0	-	438.0	-	119.0	8126.0	72.0	14.0	3994.0	4502.0	310.0	18.0
15 – 19	3275.0	4765.0	305.0	118.0	570.0	216.0	46.0	680.0	79.0	235.0	1.0	49.0	2375.0	91.0	-	1962.0	1144.0	161.0	8.0
20 – 29	4591.0	5552.0	2513.0	451.0	206.0	30.0	130.0	259.0	276.0	155.0	17.0	110.0	1185.0	220.0	10.0	3694.0	810.0	70.0	7.0
30 – 49	7880.0	9389.0	5262.0	1037.0	4.0	184.0	347.0	302.0	547.0	161.0	30.0	162.0	927.0	426.0	12.0	6454.0	1313.0	95.0	6.0
50 – 54	963.0	1310.0	444.0	129.0	-	517.0	56.0	10.0	21.0	12.0	5.0	20.0	55.0	41.0	1.0	655.0	268.0	37.0	2.0
55 – 59	518.0	714.0	128.0	68.0	-	456.0	17.0	5.0	1.0	6.0	2.0	14.0	12.0	5.0	-	350.0	141.0	26.0	1.0
60 – 64	579.0	749.0	74.0	79.0	-	541.0	17.0	-	-	5.0	2.0	15.0	10.0	6.0	-	423.0	143.0	12.0	1.0
65 и более	990.0	1244.0	26.0	145.0	-	949.0	39.0	19.0	-	13.0	-	16.0	33.0	4.0	1.0	755.0	213.0	21.0	-
возраст не указан	21.0	20.0	-	1.0	-	1.0	-	-	-	-	1.0	-	16.0	1.0	1.0	20.0	-	-	-
Челканцы	830.0	1547.0	234.0	498.0	14.0	111.0	53.0	247.0	5.0	3.0	-	1.0	376.0	5.0	-	199.0	547.0	82.0	2.0
в том числе в возрасте, лет:																			
до 15	222.0	467.0	-	27.0	-	7.0	10.0	206.0	-	-	-	-	216.0	1.0	-	14.0	172.0	35.0	1.0
15 – 19	85.0	169.0	3.0	41.0	10.0	3.0	3.0	34.0	-	-	-	-	74.0	1.0	-	22.0	42.0	21.0	-
20 – 29	111.0	181.0	39.0	87.0	4.0	-	3.0	3.0	1.0	-	-	-	44.0	-	-	45.0	62.0	4.0	-
30 – 49	275.0	475.0	161.0	231.0	-	15.0	19.0	4.0	3.0	3.0	-	1.0	35.0	3.0	-	88.0	175.0	11.0	1.0
50 – 54	47.0	88.0	26.0	40.0	-	8.0	9.0	-	1.0	-	-	-	4.0	-	-	12.0	29.0	6.0	-
55 – 59	14.0	24.0	1.0	11.0	-	7.0	3.0	-	-	-	-	-	2.0	-	-	5.0	8.0	1.0	-
60 – 64	20.0	38.0	2.0	16.0	-	18.0	2.0	-	-	-	-	-	-	-	-	3.0	16.0	1.0	-
65 и более	56.0	105.0	2.0	45.0	-	53.0	4.0	-	-	-	-	-	1.0	-	-	10.0	43.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Чуванцы	990.0	1479.0	421.0	95.0	18.0	177.0	24.0	308.0	13.0	12.0	4.0	-	401.0	6.0	8.0	522.0	423.0	37.0	-
в том числе в возрасте, лет:																			
до 15	289.0	541.0	-	-	-	22.0	3.0	234.0	-	5.0	-	-	276.0	1.0	4.0	44.0	226.0	15.0	-
15 – 19	112.0	169.0	18.0	2.0	15.0	17.0	2.0	38.0	3.0	1.0	-	-	73.0	-	2.0	59.0	43.0	8.0	-
20 – 29	133.0	162.0	95.0	10.0	3.0	3.0	2.0	15.0	2.0	2.0	1.0	-	28.0	1.0	-	105.0	27.0	1.0	-
30 – 49	300.0	373.0	239.0	55.0	-	10.0	10.0	20.0	7.0	3.0	3.0	-	23.0	3.0	1.0	229.0	66.0	4.0	-
50 – 54	49.0	72.0	32.0	8.0	-	27.0	1.0	1.0	1.0	-	-	-	1.0	1.0	-	29.0	17.0	3.0	-
55 – 59	39.0	66.0	23.0	7.0	-	34.0	2.0	-	-	-	-	-	-	-	-	15.0	21.0	3.0	-
60 – 64	30.0	44.0	10.0	3.0	-	27.0	3.0	-	-	1.0	-	-	-	-	-	19.0	8.0	3.0	-
65 и более	38.0	52.0	4.0	10.0	-	37.0	1.0	-	-	-	-	-	-	-	1.0	22.0	15.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Чукчи	14034.0	19917.0	5166.0	487.0	250.0	1752.0	395.0	4910.0	637.0	320.0	51.0	6.0	5621.0	322.0	201.0	8098.0	5389.0	343.0	3.0
в том числе в возрасте, лет:																			
до 15	4445.0	8203.0	6.0	-	1.0	304.0	50.0	3832.0	-	193.0	-	3.0	3809.0	5.0	40.0	823.0	3367.0	214.0	1.0
15 – 19	1688.0	2642.0	302.0	29.0	189.0	171.0	35.0	705.0	42.0	77.0	6.0	1.0	1063.0	22.0	27.0	761.0	821.0	77.0	2.0
20 – 29	2257.0	2543.0	1464.0	125.0	56.0	18.0	67.0	180.0	165.0	10.0	14.0	-	352.0	92.0	50.0	1884.0	310.0	13.0	-
30 – 49	4254.0	4736.0	2970.0	268.0	4.0	96.0	187.0	183.0	416.0	29.0	26.0	2.0	358.0	197.0	80.0	3635.0	516.0	23.0	-
50 – 54	454.0	620.0	232.0	36.0	-	277.0	30.0	6.0	14.0	3.0	5.0	-	13.0	4.0	2.0	292.0	152.0	8.0	-
55 – 59	306.0	408.0	96.0	10.0	-	281.0	10.0	-	-	1.0	-	-	8.0	2.0	1.0	205.0	97.0	3.0	-
60 – 64	267.0	341.0	60.0	5.0	-	256.0	6.0	1.0	-	4.0	-	-	9.0	-	1.0	194.0	69.0	3.0	-
65 и более	362.0	423.0	35.0	14.0	-	349.0	10.0	3.0	-	3.0	-	-	9.0	-	-	303.0	57.0	2.0	-
возраст не указан	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	-	-
Чулымцы	643.0	1223.0	105.0	396.0	32.0	145.0	38.0	149.0	16.0	6.0	-	1.0	302.0	33.0	-	133.0	445.0	60.0	5.0
в том числе в возрасте, лет:																			
до 15	127.0	265.0	-	17.0	-	13.0	1.0	111.0	-	4.0	-	-	119.0	-	-	13.0	92.0	20.0	2.0
15 – 19	82.0	180.0	4.0	42.0	26.0	7.0	2.0	26.0	1.0	2.0	-	-	69.0	1.0	-	8.0	51.0	22.0	1.0
20 – 29	89.0	162.0	23.0	63.0	6.0	1.0	8.0	8.0	2.0	-	-	-	47.0	4.0	-	25.0	56.0	7.0	1.0
30 – 49	205.0	367.0	66.0	173.0	-	8.0	22.0	3.0	11.0	-	-	1.0	61.0	22.0	-	50.0	149.0	5.0	1.0
50 – 54	36.0	71.0	8.0	31.0	-	17.0	4.0	1.0	1.0	-	-	-	5.0	4.0	-	5.0	27.0	4.0	-
55 – 59	21.0	36.0	4.0	12.0	-	17.0	-	-	1.0	-	-	-	-	2.0	-	7.0	13.0	1.0	-
60 – 64	25.0	43.0	-	18.0	-	25.0	-	-	-	-	-	-	-	-	-	7.0	18.0	-	-
65 и более	58.0	99.0	-	40.0	-	57.0	1.0	-	-	-	-	-	1.0	-	-	18.0	39.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Шапсуги	3213.0	3989.0	1154.0	140.0	21.0	679.0	73.0	510.0	1.0	26.0	43.0	24.0	1251.0	67.0	-	2461.0	730.0	20.0	2.0
в том числе в возрасте, лет:																			
