4. НАЦИОНАЛЬНЫЙ СОСТАВ, ГРАЖДАНСТВО НАСЕЛЕНИЯ		
4.1. НАЦИОНАЛЬНЫЙ СОСТАВ НАСЕЛЕНИЯ		
		
	1989.0	2002.0
Все население	147021869.0	145166731.0
Абазины	32983.0	37942.0
Абхазы	7239.0	11366.0
Аварцы	544016.0	814473.0
Андийцы	…	21808.0
Арчинцы	…	89.0
Ахвахцы	…	6376.0
Багулалы	…	40.0
Бежтинцы	…	6198.0
Ботлихцы	…	16.0
Гинухцы	…	531.0
Годоберинцы	…	39.0
Гунзибцы	…	998.0
Дидойцы 	…	15256.0
Каратинцы	…	6052.0
Тиндалы	…	44.0
Хваршины	…	128.0
Чамалалы	…	12.0
Агулы	17728.0	28297.0
Адыгейцы	122908.0	128528.0
Азербайджанцы	335889.0	621840.0
Алеуты	644.0	540.0
Алтайцы 	69409.0	67239.0
Американцы	185.0	1275.0
Англичане	223.0	529.0
Арабы	2704.0	10630.0
Арабы среднеазиатские	…	181.0
Армяне	532390.0	1130491.0
Ассирийцы	9622.0	13649.0
Балкарцы	78341.0	108426.0
Башкиры	1345273.0	1673389.0
Белорусы	1206222.0	807970.0
Бесермяне	…	3122.0
Болгары	32785.0	31965.0
Буряты	417425.0	445175.0
Венгры	5742.0	3768.0
Вепсы	12142.0	8240.0
Водь	…	73.0
Вьетнамцы	2142.0	26206.0
Гагаузы	10051.0	12210.0
Греки	91699.0	97827.0
Греки-урумы	…	54.0
Грузины 	130688.0	197934.0
Аджарцы	…	252.0
Ингилойцы	…	63.0
Лазы	…	221.0
Мегрелы	…	433.0
Сваны	…	41.0
Даргинцы	353348.0	510156.0
Кайтагцы	…	5.0
Кубачинцы	…	88.0
Долганы	6584.0	7261.0
Дунгане 	635.0	801.0
Евреи	536848.0	229938.0
Евреи горские 	11282.0	3394.0
Евреи грузинские	1172.0	53.0
Евреи среднеазиатские	1407.0	54.0
Езиды	…	31273.0
Ижорцы	449.0	327.0
Ингуши	215068.0	413016.0
Индийцы хиндиязычные	…	4980.0
Испанцы	2054.0	1547.0
Итальянцы	627.0	862.0
Ительмены	2429.0	3180.0
Кабардинцы	386055.0	519958.0
Казахи	635865.0	653962.0
Калмыки	165821.0	173996.0
Камчадалы	…	2293.0
Караимы	680.0	366.0
