4. НАЦИОНАЛЬНЫЙ СОСТАВ, ГРАЖДАНСТВО НАСЕЛЕНИЯ		
4.1. НАЦИОНАЛЬНЫЙ СОСТАВ НАСЕЛЕНИЯ		
		
	1989.0	2002.0
Каракалпаки	6155.0	1609.0
Карачаевцы	150332.0	192182.0
Карелы	124921.0	93344.0
Кереки	…	8.0
Кеты	1084.0	1494.0
Юги	…	19.0
Киргизы	41734.0	31808.0
Китайцы	5197.0	34577.0
Коми	336309.0	293406.0
Коми-ижемцы	…	15607.0
Коми-пермяки	147269.0	125235.0
Корейцы	107051.0	148556.0
Коряки	8942.0	8743.0
Крымчаки	338.0	157.0
Кубинцы	1566.0	707.0
Кумандинцы	…	3114.0
Кумыки	277163.0	422409.0
Курды	4724.0	19607.0
Лакцы	106245.0	156545.0
Латыши 	46829.0	28520.0
Латгальцы	…	1622.0
Лезгины	257270.0	411535.0
Литовцы	70427.0	45569.0
Манси	8279.0	11432.0
Марийцы 	643698.0	604298.0
Горные марийцы	…	18515.0
Лугово-восточные марийцы	…	56119.0
Молдаване	172671.0	172330.0
Монголы	2117.0	2656.0
Мордва 	1072939.0	843350.0
Мордва-мокша	…	49624.0
Мордва-эрзя	…	84407.0
Нагайбаки	…	9600.0
Нанайцы	11883.0	12160.0
Нганасаны	1262.0	834.0
Негидальцы	587.0	567.0
Немцы	842295.0	597212.0
Ненцы	34190.0	41302.0
Нивхи	4631.0	5162.0
Ногайцы 	73703.0	90666.0
Орочи	883.0	686.0
Осетины	402275.0	514875.0
Осетины-дигорцы	…	607.0
Осетины-иронцы	…	97.0
Персы	2572.0	3821.0
Поляки	94594.0	73001.0
Пуштуны	858.0	9800.0
Румыны	5996.0	5308.0
Русины	…	97.0
Русские	119865946.0	115889107.0
Казаки	…	140028.0
Поморы	…	6571.0
Рутульцы	19503.0	29929.0
Саамы	1835.0	1991.0
Селькупы	3564.0	4249.0
Сербы	1580.0	4156.0
Словаки	711.0	568.0
Сойоты	…	2769.0
Табасараны	93587.0	131785.0
Таджики	38208.0	120136.0
Тазы	…	276.0
Талыши	202.0	2548.0
Татары	5522096.0	5554601.0
Астраханские татары	…	2003.0
Кряшены	…	24668.0
Татары сибирские	…	9611.0
Татары крымские	21275.0	4131.0
Таты	19420.0	2303.0
Теленгиты	…	2399.0
Телеуты	…	2650.0
Тофалары	722.0	837.0
Тубалары	…	1565.0
Тувинцы	206160.0	243442.0
Тувинцы-тоджинцы	…	4442.0
Турки	9890.0	92415.0
Турки-месхетинцы	…	3257.0
Туркмены	39739.0	33053.0
Удины	1102.0	3721.0
Удмурты	714833.0	636906.0
Удэгейцы	1902.0	1657.0
Узбеки	126899.0	122916.0
Уйгуры	2577.0	2867.0
Украинцы	4362872.0	2942961.0
Ульта (ороки)	179.0	346.0
Ульчи	3173.0	2913.0
Финны	47102.0	34050.0
Финны-ингерманландцы	…	314.0
Французы	352.0	819.0
Хакасы	78500.0	75622.0
Ханты	22283.0	28678.0
Хемшилы	…	1542.0
Цахуры	6492.0	10366.0
Цыгане	152939.0	182766.0
Цыгане среднеазиатские	…	486.0
Челканцы	…	855.0
Черкесы	50764.0	60517.0
Чехи	4375.0	2904.0
Чеченцы 	898999.0	1360253.0
Чеченцы-аккинцы	…	218.0
Чуванцы	1384.0	1087.0
Чуваши	1773645.0	1637094.0
Чукчи	15107.0	15767.0
Чулымцы	…	656.0
Шапсуги	…	3231.0
Шорцы	15745.0	13975.0
Эвенки	29901.0	35527.0
Эвены	17055.0	19071.0
Энцы	198.0	237.0
Эскимосы	1704.0	1750.0
Эстонцы 	46390.0	28113.0
Эстонцы-сету	…	197.0
Юкагиры	1112.0	1509.0
Якуты 	380242.0	443852.0
Японцы	591.0	835.0
Лица других национальностей (не перечисленных выше)	5738.0	42980.0
Лица, не указавшие национальность в переписном листе 	15513.0	1460751.0
